level,t1,t2,group,freq1,freq2,m2,use_this,notes
genus_name,Koldiniella,Koldinia,Plethopeltidae,3,10,0.25,,
genus_name,Kuraspis,Kuraspoides,Lonchocephalidae,13,11,0.3,,
genus_name,Asaphus,Asaphellus,Asaphidae,156,310,0.25,,
genus_name,Protopresbynileus,Presbynileus,Asaphidae,29,67,0.181818181818182,,
genus_name,Trigonocercella,Trigonocerca,Asaphidae,2,34,0.111111111111111,,
genus_name,Pseudasaphus,Pseudoasaphus,Asaphidae,28,23,0.111111111111111,,
genus_name,Norasaphus,Neoasaphus,Asaphidae,24,86,0.222222222222222,,
genus_name,Ogygites,Ogygitoides,Asaphidae,10,2,0.222222222222222,,
genus_name,Coosina,Coosia,Crepicephalidae,50,62,0.333333333333333,,
genus_name,Kaolishaniella,Kaolishania,Kaolishaniidae,2,8,0.111111111111111,,
genus_name,Elviniella,Elvinia,Elviniidae,4,116,0.285714285714286,,
genus_name,Parabolina,Parabolinella,Olenidae,146,185,0.111111111111111,,
genus_name,Pelturina,Peltura,Olenidae,1,29,0.25,,
genus_name,Plicatolinella,Plicatolina,Olenidae,2,64,0.111111111111111,,
genus_name,Leptoplastides,Leptoplastus,Olenidae,150,5,0.272727272727273,,
genus_name,Parabolinina,Parabolina,Olenidae,5,146,0,,
genus_name,Keithiella,Keithia,Ptychaspididae,28,17,0.166666666666667,,
genus_name,Corbinia,Corbina,Eurekiidae,10,1,0.142857142857143,,
genus_name,Aglaspoides,Aglaspis,Aglaspididae,1,5,0.125,,
genus_name,Apatokephalops,Apatokephalus,Remopleurididae,13,111,0.181818181818182,,
genus_name,Robergiella,Robergia,Remopleurididae,28,52,0.125,,
genus_name,Remopleuridiella,Remopleurella,Remopleurididae,23,16,0.272727272727273,,
genus_name,Apatokephaloides,Apatokephalops,Remopleurididae,20,13,0.25,,
genus_name,Pliomera,Pliomerina,Pliomeridae,41,49,0.111111111111111,,
genus_name,Pliomerella,Pliomera,Pliomeridae,8,41,0.125,,
genus_name,Dimeropyge,Dimeropygiella,Dimeropygidae,36,33,0.181818181818182,,
genus_name,Bathyurus,Bathyurellus,Bathyuridae,120,73,0.2,,
genus_name,Ceraurinus,Ceraurus,Cheiruridae,74,176,0.375,,
genus_name,Ceraurinium,Ceraurinus,Cheiruridae,1,74,0.125,,
genus_name,Styginella,Stygina,Styginidae,1,46,0.25,,
genus_name,Calymenesun,Calymene,Calymenidae,31,447,0,,
genus_name,Neseuretinus,Neseuretus,Calymenidae,11,155,0.25,,
genus_name,Linguocalymene,Liocalymene,Calymenidae,1,15,0.25,,
genus_name,Silenis,Silenites,Bairdiocyprididae,15,132,0.142857142857143,,
genus_name,Ampyxinella,Ampyxina,Raphiophoridae,17,31,0.222222222222222,,
genus_name,Ampyxinella,Ampyxella,Raphiophoridae,17,20,0.3,,
genus_name,Eskoharpes,Eoharpes,Harpetidae,15,14,0.222222222222222,,
genus_name,Selenopeltoides,Selenopeltis,Odontopleuridae,3,63,0.111111111111111,,
genus_name,Marekolithus,Marrolithus,Trinucleidae,5,41,0.25,,
genus_name,Dionidella,Dionide,Dionididae,6,81,0,,
genus_name,Burmeisterella,Burmeisteria,Homalonotidae,2,32,0.2,,
genus_name,Trimerocephaloides,Trimerocephalus,Phacopidae,1,23,0.153846153846154,,
genus_name,Acastellina,Acastella,Acastidae,3,70,0.125,,
genus_name,Aechminaria,Aechmina,Aechminidae,2,73,0,,
genus_name,Torohealdia,Timorhealdia,Healdiidae,3,2,0.1,,
genus_name,Ogmoconcha,Ogmoconchella,Healdiidae,88,110,0.2,,
genus_name,Graphiadactylloides,Graphiadactyllis,Quasillitidae,15,95,0.153846153846154,,
genus_name,Paraparchitella,Paraparchites,Paraparchitidae,1,219,0.181818181818182,,
genus_name,Cytherelloidea,Cytherella,Cytherellidae,158,527,0.222222222222222,,
genus_name,Harpidoides,Harpides,Harpididae,5,34,0.333333333333333,,
genus_name,Paraprotolenella,Protolenella,Ellipsocephalidae,1,1,0.111111111111111,,
genus_name,Thlipsura,Thlipsurella,Thlipsuridae,8,9,0.1,,
genus_name,Sichuanolenus,Szechuanolenus,Estaingiidae,1,1,0.166666666666667,,
genus_name,Bigotina,Bigotinella,Bigotinidae,14,4,0.222222222222222,,
genus_name,Judomiella,Judomia,Judomiidae,1,13,0.25,,
genus_name,Anomocytheridea,Amicytheridea,Cytherideidae,8,18,0.166666666666667,,
genus_name,Meganeurula,Meganeura,Meganeuridae,1,2,0,,
genus_name,Meganeurina,Meganeura,Meganeuridae,1,2,0.125,,
genus_name,Sooblattella,Sooblatta,Mylacridae,1,21,0.142857142857143,,
genus_name,Sardyoblattina,Sardycblatta,Archimylacridae,1,3,0.272727272727273,,
genus_name,Mesitoblattella,Mesitoblatta,Archimylacridae,1,1,0,,
genus_name,Mioblattina,Miroblatta,Archimylacridae,1,2,0.222222222222222,,
genus_name,Gerarulus,Gerarus,Geraridae,1,15,0.285714285714286,,
genus_name,Narkemina,Narkema,Cnemidolestidae,8,2,0.142857142857143,,
genus_name,Narkemulla,Narkema,Cnemidolestidae,2,2,0.142857142857143,,
genus_name,Narkeminuta,Narkemina,Cnemidolestidae,1,8,0.111111111111111,,
genus_name,Richteria,Richterina,Entomozoidae,3,26,0.111111111111111,,
genus_name,Paijenborchellina,Paijenborchella,Cytheridae,1,10,0,,
genus_name,Lisaniella,Lisania,Lisaniidae,4,51,0.166666666666667,,
genus_name,Groenwallia,Groenwallina,Andrarinidae,4,2,0,,
genus_name,Paracytheropteron,Procytheropteron,Cytheruridae,2,6,0.181818181818182,,
genus_name,Geinitziella,Geinitzia,Geinitziidae,1,17,0.142857142857143,,
genus_name,Nannochoristella,Neochoristella,Permochoristidae,1,2,0.0833333333333334,,
genus_name,Ornaticostella,Ornaticosta,Liomopteridae,1,4,0.1,,
genus_name,Cytocupes,Cytocupoides,Permocupedidae,1,1,0.181818181818182,,
genus_name,Rhombocoleus,Rhombocoleites,Rhombocoleidae,2,3,0.25,,
genus_name,Palaeonemourisca,Palaeonemoura,Palaeonemouridae,5,8,0.1,,
genus_name,Megakhosara,Megakhosarina,Megakhosaridae,3,4,0.181818181818182,,
genus_name,Megakhosarella,Megakhosara,Megakhosaridae,3,3,0,,
genus_name,Metakhosara,Megakhosara,Megakhosaridae,2,3,0.2,,
genus_name,Paoliola,Paolia,Paoliidae,1,3,0,,
genus_name,Paolekia,Paolia,Paoliidae,1,3,0.428571428571429,,
genus_name,Mesorthopteron,Mesorthopterina,Mesorthopteridae,1,1,0.181818181818182,,
genus_name,Miomatoneurella,Miomatoneura,Palaeomanteidae,4,4,0,,
genus_name,Permonia,Permonikia,Palaeomanteidae,1,1,0.111111111111111,,
genus_name,Palaeomantina,Palaeomantis,Palaeomanteidae,1,11,0.1,,
genus_name,Sinohymen,Sunohymen,Bardohymenidae,1,1,0.222222222222222,,
genus_name,Sysciolata,Syscioblatta,Spiloblattinidae,1,11,0.1,,
genus_name,Caloneurella,Caloneura,Caloneuridae,1,3,0,,
genus_name,Baharellus,Baharellinus,Blattogryllidae,4,8,0.2,,
genus_name,Permithone,Permipsythone,Permithonidae,6,2,0.25,,
genus_name,Pseudomeropella,Pseudomerope,Protomeropidae,1,2,0,,
genus_name,Tychticupes,Tecticupes,Taldycupedidae,1,3,0.3,,
genus_name,Tychticupoides,Tychticupes,Taldycupedidae,1,1,0.272727272727273,,
genus_name,Cypridella,Cypridellina,Cypridinelliformidae,4,9,0.1,,
genus_name,Macrodictya,Microdictya,Dictyoneuridae,1,4,0,,
genus_name,Dictyoneurula,Dictyoneura,Dictyoneuridae,1,5,0.0909090909090909,,
genus_name,Carbopsyllidium,Clavopsyllidium,Permopsyllidiidae,1,1,0.214285714285714,,
genus_name,Cladochoristella,Cladochorista,Cladochoristidae,2,6,0.0833333333333334,,
genus_name,Austroprosboloides,Austroprosbole,Dunstaniidae,2,1,0.1,,
genus_name,Permotanyderites,Permotanyderus,Permotanyderidae,1,7,0.230769230769231,,
genus_name,Euxenoperlella,Euxenoperla,Euxenoperlidae,1,5,0.1,,
genus_name,Mieroblattina,Mesoblattina,Mesoblattinidae,1,35,0.181818181818182,,
genus_name,Mesoblattellina,Mesoblattina,Mesoblattinidae,1,35,0.1,,
genus_name,Mesoblatta,Mesoblattina,Mesoblattinidae,2,35,0.2,,
genus_name,Taitzuina,Taitzuia,Ordosiidae,2,3,0.142857142857143,,
genus_name,Trachyleberidea,Trachyleberis,Trachyleberididae,9,51,0.166666666666667,,
genus_name,Paracypria,Paracypris,Paracypridinae,1,329,0.125,,
genus_name,Ferganopterus,Ferganopterodes,Xenopteridae,3,1,0.166666666666667,,
genus_name,Diathemidia,Diathema,Diathemidae,1,1,0,,
genus_name,Nephrops,Nephropsis,Nephropidae,7,5,0.125,,
genus_name,Casterolimulus,Crenatolimulus,Limulidae,1,2,0.0833333333333334,,
genus_name,Palaeoxantho,Palaeoxanthopsis,Palaeoxanthopsidae,1,5,0.25,,
genus_name,Pseudoranina,Pseudoraninella,Raninidae,1,1,0.0909090909090909,,
genus_name,Lophoraninella,Lophoranina,Raninidae,5,44,0.111111111111111,,
genus_name,Panulirus,Palinurus,Palinuridae,1,16,0,,
genus_name,Palaeopalinurellus,Palaeopalinurus,Palinuridae,1,2,0.0909090909090909,,
genus_name,Calliaxina,Calliax,Eucalliacidae,3,2,0,,
genus_name,Cratoaeschnidium,Coramaeschnidium,Aeschnidiidae,1,1,0.0714285714285714,,
genus_name,Procercopina,Procercopis,Procercopidae,5,4,0.222222222222222,,
genus_name,Coptoclavella,Coptoclava,Coptoclavidae,12,33,0.111111111111111,,
genus_name,Coptoclavisca,Coptoclava,Coptoclavidae,2,33,0.111111111111111,,
genus_name,Charonoscaphidia,Charonoscapha,Coptoclavidae,3,5,0.1,,
genus_name,Osmylopsychops,Osmylopsychoides,Osmylopsychopidae,1,1,0.25,,
genus_name,Archaeorrhynchoides,Archaeorrhynchus,Nemonychidae,3,5,0.25,,
genus_name,Selengarhynchoides,Selengarhynchus,Nemonychidae,1,1,0.285714285714286,,
genus_name,Macropenaeus,Micropenaeus,Penaeidae,1,1,0.0909090909090909,,
genus_name,Pterygocythereis,Pterygocythere,Brachycytheridae,32,2,0,,
genus_name,Mastotermites,Mastotermes,Mastotermitidae,1,30,0.111111111111111,,
genus_name,Pamparaphilius,Parapamphilius,Sepulcidae,4,1,0,,
genus_name,Prospercheus,Paraspercheus,Hydrophilidae,2,3,0.2,,
genus_name,Sondalia,Saldonia,Archegocimicidae,1,6,0,,
genus_name,Desmatus,Desmatinus,Elateridae,7,1,0.222222222222222,,
genus_name,Elaterium,Elateridium,Elateridae,1,2,0.1,,
genus_name,Saldula,Salda,Saldidae,4,2,0.2,,
genus_name,Cretapetalura,Cratopetalura,Cretapetaluridae,1,2,0.111111111111111,,
genus_name,Mongoligenula,Mongoligena,Buprestidae,1,1,0.222222222222222,,
genus_name,Buprestites,Buprestis,Buprestidae,14,19,0,,
genus_name,Kalligrammina,Kalligramma,Kalligrammatidae,1,16,0,,
genus_name,Otiorhynchus,Otiorhynchites,Curculionidae,24,16,0.166666666666667,,
genus_name,Pissodites,Pissodes,Curculionidae,1,3,0.285714285714286,,
genus_name,Ophryastes,Ophryastites,Curculionidae,1,9,0.1,,
genus_name,Hipporhinops,Hipporhinus,Curculionidae,1,1,0.222222222222222,,
genus_name,Xyleborinus,Xyleborus,Curculionidae,1,4,0.363636363636364,,
genus_name,Eoplatypus,Euplatypus,Curculionidae,1,1,0.111111111111111,,
genus_name,Electrocoryssopus,Electrocossonus,Curculionidae,1,1,0.333333333333333,,
genus_name,Liaoxyela,Liadoxyela,Xyelidae,1,3,0.111111111111111,,
genus_name,Lethoxyela,Lithoxyela,Xyelidae,1,1,0.1,,
genus_name,Liaoxyela,Leioxyela,Xyelidae,1,2,0,,
genus_name,Microxyela,Microxyelecia,Xyelidae,1,1,0,,
genus_name,Ceratoxyela,Ceroxyela,Xyelidae,1,1,0.222222222222222,,
genus_name,Ceratoxyela,Chaetoxyela,Xyelidae,1,1,0.2,,
genus_name,Leptoxyela,Lethoxyela,Xyelidae,1,1,0.2,,
genus_name,Sinostaphylius,Sinostaphylina,Staphylinidae,1,1,0.0833333333333334,,
genus_name,Staphylinus,Scaphylinus,Staphylinidae,10,1,0.166666666666667,,
genus_name,Osorius,Osoriellus,Staphylinidae,1,1,0.25,,
genus_name,Tymocicada,Tanyocicada,Cicadidae,1,1,0.222222222222222,,
genus_name,Samaroblattula,Samaroblatta,Caloblattinidae,7,18,0.111111111111111,,
genus_name,Monitelcana,Minelcana,Elcanidae,1,2,0.222222222222222,,
genus_name,Sinoprophalangopsis,Sunoprophalangopsis,Prophalangopsidae,1,6,0.0833333333333334,,
genus_name,Tetraphalerites,Tetraphalerus,Ommatidae,1,11,0.272727272727273,,
genus_name,Protohagla,Prohagla,Haglidae,1,1,0.25,,
genus_name,Permohagla,Prohagla,Haglidae,1,1,0.25,,
genus_name,Paratshorkuphlebia,Protshorkuphlebia,Haglidae,2,3,0,,
genus_name,Voliopellus,Voliopus,Haglidae,1,2,0.25,,
genus_name,Macrovoliopus,Microvoliopus,Haglidae,1,1,0.0909090909090909,,
genus_name,Myrmicaria,Myrmica,Formicidae,1,31,0,,
genus_name,Solenopsites,Solenopsis,Formicidae,3,11,0.111111111111111,,
genus_name,Paratrechina,Protrechina,Formicidae,3,1,0.1,,
genus_name,Calomyrmex,Cephalomyrmex,Formicidae,1,1,0.181818181818182,,
genus_name,Lophomyrmex,Lonchomyrmex,Formicidae,1,2,0.272727272727273,,
genus_name,Gomphaeschna,Gomphaeschnaoides,Gomphaeschnidae,6,7,0.166666666666667,,
genus_name,Afrolimnophila,Austrolimnophila,Limoniidae,1,1,0.285714285714286,,
genus_name,Parevania,Praevania,Evaniidae,3,1,0,,
genus_name,Evania,Eoevania,Evaniidae,1,1,0.285714285714286,,
genus_name,Dimapteron,Dermapteron,Dermapteridae,1,4,0.1,,
genus_name,Xestocephalus,Xestocephalites,Cicadellidae,2,1,0.166666666666667,,
genus_name,Jurahemiphlebia,Jordanhemiphlebia,Hemiphlebiidae,2,1,0.285714285714286,,
genus_name,Allocotoraphidia,Alloraphidia,Mesoraphidiidae,2,7,0.272727272727273,,
genus_name,Stenoraphidia,Sinoraphidia,Mesoraphidiidae,2,1,0.181818181818182,,
genus_name,Libanophlebotomites,Libanophlebotomus,Psychodidae,1,3,0.142857142857143,,
genus_name,Phlebotomiella,Phlebotoiella,Psychodidae,1,1,0.2,,
genus_name,Lirabus,Lithorabus,Carabidae,1,1,0.3,,
genus_name,Sunocarabus,Sinocarabus,Carabidae,1,1,0.1,,
genus_name,Elaphropus,Elaphrus,Carabidae,3,34,0.333333333333333,,
genus_name,Dyschiriomimus,Dyschirius,Carabidae,1,21,0.3,,
genus_name,Cymindoides,Cymindis,Carabidae,1,14,0.25,,
genus_name,Arthropterites,Arthropterus,Carabidae,1,1,0.3,,
genus_name,Raphidiomima,Raphidiomimula,Raphidiomimidae,8,1,0.2,,
genus_name,Hylobittacus,Haplobittacus,Bittacidae,7,1,0.166666666666667,,
genus_name,Preanabittacus,Parabittacus,Bittacidae,2,4,0.363636363636364,,
genus_name,Palaeobittacus,Parabittacus,Bittacidae,1,4,0.416666666666667,,
genus_name,Probittacus,Protobittacus,Bittacidae,1,5,0,,
genus_name,Probittacus,Pleobittacus,Bittacidae,1,1,0.25,,
genus_name,Plesiobittacus,Pleobittacus,Bittacidae,1,1,0.0909090909090909,,
genus_name,Prohylobittacus,Probittacus,Bittacidae,2,1,0.333333333333333,,
genus_name,Cretobittacus,Ctenobittacus,Bittacidae,1,1,0.166666666666667,,
genus_name,Eoptychopterina,Eoptychoptera,Ptychopteridae,21,30,0.181818181818182,,
genus_name,Crivoptychoptera,Crenoptychoptera,Ptychopteridae,1,10,0.230769230769231,,
genus_name,Mesopleciella,Mesoplecia,Protopleciidae,5,10,0.111111111111111,,
genus_name,Sunoplecia,Sinoplecia,Protopleciidae,2,1,0.1,,
genus_name,Propsychopsis,Propsychops,Psychopsidae,3,1,0,,
genus_name,Propsychopsis,Purbepsychopsis,Psychopsidae,3,1,0.25,,
genus_name,Protorhyssalodes,Protorhyssalus,Braconidae,1,1,0.181818181818182,,
genus_name,Eobracon,Eobraconus,Braconidae,1,1,0.222222222222222,,
genus_name,Rhetinorhyssalites,Rhetinorhyssalus,Braconidae,1,1,0.0769230769230769,,
genus_name,Phanerotomella,Phanerotoma,Braconidae,1,3,0,,
genus_name,Anthophorula,Anthophora,Apidae,1,1,0.222222222222222,,
genus_name,Trigonisca,Trigona,Apidae,1,2,0.142857142857143,,
genus_name,Phasmomimula,Phasmomimella,Susumaniidae,1,4,0.2,,
genus_name,Ulaimailonia,Ulaimailoniella,Chironomidae,1,1,0.125,,
genus_name,Ulaimailia,Ulaimailonia,Chironomidae,1,1,0.285714285714286,,
genus_name,Megacentron,Mesoacentron,Chironomidae,1,1,0.2,,
genus_name,Asiatendipes,Alitendipes,Chironomidae,1,1,0.2,,
genus_name,Corynocera,Corynoneura,Chironomidae,6,1,0.222222222222222,,
genus_name,Stempellinella,Stempellina,Chironomidae,6,3,0.111111111111111,,
genus_name,Zygophlebiella,Zygophlebia,Zygophlebiidae,1,3,0.0909090909090909,,
genus_name,Pleciofungivorella,Pleciofungivora,Pleciofungivoridae,6,9,0.0769230769230769,,
genus_name,Loewiella,Leiella,Mycetophilidae,2,1,0.333333333333333,,
genus_name,Prophthinia,Phthinia,Mycetophilidae,1,1,0.285714285714286,,
genus_name,Bethylonymus,Bethylonymellus,Bethylonymidae,6,5,0,,
genus_name,Proctotrypes,Proctotrupes,Proctotrupidae,2,2,0.2,,
genus_name,Tanychorella,Tanychora,Ichneumonidae,2,4,0.111111111111111,,
genus_name,Acaenitus,Acoenitus,Ichneumonidae,2,1,0.2,,
genus_name,Ichneumoninites,Ichneumonites,Ichneumonidae,1,2,0.0909090909090909,,
genus_name,Paroshiella,Proshiella,Bintoniellidae,1,1,0,,
genus_name,Gorochoviella,Gorochovia,Gorochoviidae,3,4,0.222222222222222,,
genus_name,Praeaulacinus,Praeaulacus,Praeaulacidae,2,10,0.3,,
genus_name,Praeaulacops,Praeaulacus,Praeaulacidae,1,10,0.3,,
genus_name,Praeaulacops,Praeaulacon,Praeaulacidae,1,4,0.2,,
genus_name,Hadraulacus,Habraulacus,Praeaulacidae,2,2,0.222222222222222,,
genus_name,Maimetshasia,Maimetsha,Maimetshidae,2,1,0,,
genus_name,Maimetshasia,Maimetshorapia,Maimetshidae,2,1,0.272727272727273,,
genus_name,Falsiformix,Falsiformica,Falsiformicidae,1,1,0.181818181818182,,
genus_name,Provespa,Priorvespa,Vespidae,1,5,0.111111111111111,,
genus_name,Provespa,Protovespa,Vespidae,1,1,0.111111111111111,,
genus_name,Lethocerus,Lethopterus,Belostomatidae,7,1,0.2,,
genus_name,Stratiomyia,Stratiomys,Stratiomyidae,1,4,0.111111111111111,,
genus_name,Praeoryssus,Paroryssus,Paroryssidae,2,1,0.125,,
genus_name,Danochrysa,Drakochrysa,Chrysopidae,3,1,0.2,,
genus_name,Paleochrysopa,Palaeochrysa,Chrysopidae,1,2,0.0909090909090909,,
genus_name,Triachrysa,Tribochrysa,Chrysopidae,2,2,0.2,,
genus_name,Clytra,Clytrina,Chrysomelidae,3,1,0.25,,
genus_name,Cryptocephalites,Cryptocephalus,Chrysomelidae,2,7,0.214285714285714,,
genus_name,Bruchidius,Bruchus,Chrysomelidae,2,12,0.375,,
genus_name,Donaciella,Donacia,Chrysomelidae,1,92,0.142857142857143,,
genus_name,Agelastica,Agelasa,Chrysomelidae,1,1,0.142857142857143,,
genus_name,Galeruca,Galerucella,Chrysomelidae,4,5,0,,
genus_name,Colaspoides,Colaspis,Chrysomelidae,2,2,0,,
genus_name,Osmyloberotha,Oloberotha,Berothidae,1,1,0.2,,
genus_name,Nymphes,Nymphites,Nymphidae,1,7,0.222222222222222,,
genus_name,Danomantispa,Dicranomantispa,Mantispidae,1,1,0.181818181818182,,
genus_name,Tribelomantispa,Trimantispa,Mantispidae,1,1,0.416666666666667,,
genus_name,Petiolaphioides,Petiolaphis,Aphididae,1,1,0.1,,
genus_name,Mindazerius,Mindarus,Aphididae,1,9,0.4,,
genus_name,Greenideoida,Greenidea,Aphididae,2,6,0.25,,
genus_name,Eriosomaphis,Eriosaphis,Aphididae,1,1,0.111111111111111,,
genus_name,Balticomaraphis,Balticaphis,Aphididae,1,1,0.416666666666667,,
genus_name,Archimelzira,Archizelmira,Archizelmiridae,1,8,0,,
genus_name,Ambercylapus,Ambocylapus,Miridae,1,1,0.307692307692308,,
genus_name,Cratosirex,Cretosirex,Siricidae,1,1,0.111111111111111,,
genus_name,Karataoserphinus,Karataoserphus,Mesoserphidae,1,3,0.25,,
genus_name,Ledomyiella,Ledomyia,Cecidomyiidae,1,3,0.125,,
genus_name,Brachyneura,Brachyneurina,Cecidomyiidae,1,1,0.1,,
genus_name,Plisomena,Psolimena,Pemphredonidae,1,1,0,,
genus_name,Axioserphites,Aposerphites,Serphitidae,1,2,0.1,,
genus_name,Sphaeropsocites,Sphaeropsocoides,Sphaeropsocidae,1,1,0.166666666666667,,
genus_name,Sphaeropsocus,Sphaeropsocites,Sphaeropsocidae,7,1,0.25,,
genus_name,Corydalis,Corydalus,Corydalidae,1,2,0.2,,
genus_name,Prolucanus,Protolucanus,Lucanidae,1,1,0.1,,
genus_name,Electrofoenops,Electrofoenus,Aulacidae,3,1,0.25,,
genus_name,Glyptotermites,Glyptotermes,Kalotermitidae,1,5,0.181818181818182,,
genus_name,Palaeosabatinca,Parasabatinca,Micropterigidae,1,5,0.416666666666667,,
genus_name,Tethepomima,Tethepomyia,Tethepomyiidae,1,4,0.1,,
genus_name,Chimeromyina,Chimeromyia,Chimeromyiidae,1,6,0.2,,
genus_name,Creocanadaphis,Canadaphis,Canadaphididae,1,6,0.222222222222222,,
genus_name,Diadocidia,Docidiadia,Diadocidiidae,1,2,0,,
genus_name,Leptobrochus,Litobrochus,Polycentropodidae,1,1,0.333333333333333,,
genus_name,Sminthurconus,Sminthuricinus,Sminthuridae,1,1,0.0909090909090909,,
genus_name,Sminthurus,Sminthuricinus,Sminthuridae,4,1,0.1,,
genus_name,Sminthurus,Sminthurconus,Sminthuridae,4,1,0.181818181818182,,
genus_name,Palpattalusinus,Palpattalus,Melyridae,1,3,0,,
genus_name,Corticarina,Corticaria,Latridiidae,11,17,0.125,,
genus_name,Archaeatropoglaris,Archaeatropos,Empheriidae,2,7,0.181818181818182,,
genus_name,Abdera,Abderina,Melandryidae,6,1,0.25,,
genus_name,Praeratavitoides,Praeratavites,Karatavitidae,1,2,0.222222222222222,,
genus_name,Nitidula,Nitidulina,Nitidulidae,6,1,0.125,,
genus_name,Leptophlebia,Lepismophlebia,Leptophlebiidae,1,1,0.25,,
genus_name,Mantispidipterella,Mantispidiptera,Dipteromantispidae,2,1,0,,
genus_name,Eremochaetomima,Eremochaetosoma,Eremochaetidae,1,1,0.181818181818182,,
genus_name,Mesoleuctrisca,Mesoleuctra,Mesoleuctridae,2,9,0.181818181818182,,
genus_name,Mesosciophilina,Mesosciophila,Mesosciophilidae,1,4,0.1,,
genus_name,Amphicyrta,Amphicyrtella,Byrrhidae,2,1,0.166666666666667,,
genus_name,Cicarnus,Carcinus,Carcinidae,1,11,0,,
genus_name,Tetrops,Tetraopes,Cerambycidae,1,1,0.125,,
genus_name,Dromidia,Dromia,Dromiidae,2,12,0.285714285714286,,
genus_name,Longthorax,Longissithorax,Tetrablemmidae,1,1,0.181818181818182,,
genus_name,Zelotetis,Zelotes,Gnaphosidae,1,2,0.166666666666667,,
genus_name,Cornutidion,Cornutheridion,Theridiidae,1,1,0.2,,
genus_name,Spinitharinus,Spintharus,Theridiidae,2,1,0.2,,
genus_name,Dipoena,Dipoenata,Theridiidae,1,3,0.125,,
genus_name,Euryopis,Euryopus,Theridiidae,4,1,0.125,,
genus_name,Hersiliana,Hersilia,Hersiliidae,1,7,0,,
genus_name,Hersiliola,Hersilia,Hersiliidae,1,7,0.25,,
genus_name,Mordellina,Mordellistena,Mordellidae,1,4,0.181818181818182,,
genus_name,Mordella,Mordellina,Mordellidae,2,1,0.222222222222222,,
genus_name,Sinochaoborus,Sunochaoborus,Asiochaoboridae,1,1,0.0909090909090909,,
genus_name,Cratocroce,Cretocroce,Nemopteridae,1,1,0.142857142857143,,
genus_name,Hemicythere,Hemicytheria,Hemicytheridae,8,3,0.1,,
genus_name,Cercopites,Cercopis,Cercopidae,2,17,0.222222222222222,,
genus_name,Praecytherea,Paleocytherea,Bombyliidae,1,1,0.2,,
genus_name,Proptilocnemus,Proptilocerus,Reduviidae,2,5,0.230769230769231,,
genus_name,Redubinotus,Redubitus,Reduviidae,1,2,0.3,,
genus_name,Calappa,Calappilia,Calappidae,87,46,0.2,,
genus_name,Calappella,Calappa,Calappidae,2,87,0.2,,
genus_name,Mursilia,Mursia,Calappidae,1,40,0.285714285714286,,
genus_name,Hexapinus,Hexapus,Hexapodidae,1,8,0.444444444444444,,
genus_name,Eurohexapus,Eohexapus,Hexapodidae,1,2,0.2,,
genus_name,Pilumnopeus,Pilumnus,Pilumnidae,3,40,0.333333333333333,,
genus_name,Leucosilia,Leucosia,Leucosiidae,13,15,0.222222222222222,,
genus_name,Custodelela,Custodela,Linyphiidae,1,10,0.111111111111111,,
genus_name,Tetraclitella,Tetraclita,Tetraclitidae,1,22,0,,
genus_name,Macropthalmus,Macrophthalmus,Macrophthalmidae,2,20,0,,
genus_name,Corystites,Corystes,Corystidae,2,2,0.25,,
genus_name,Pentatomoides,Pentatomites,Pentatomidae,1,2,0.2,,
genus_name,Carpocoroides,Carpocoris,Pentatomidae,1,1,0.125,,
genus_name,Philanthus,Prophilanthus,Philanthidae,2,1,0.25,,
genus_name,Pompilinites,Pompilites,Pompilidae,2,4,0.3,,
genus_name,Eostaianus,Eostasina,Sparassidae,1,1,0.125,,
genus_name,Limnophilus,Limnephilus,Limnephilidae,2,12,0.181818181818182,,
genus_name,Apanechura,Anechura,Forficulidae,3,1,0.125,,
genus_name,Epallage,Epallagites,Euphaeidae,1,1,0.333333333333333,,
genus_name,Lachnarius,Lachnus,Lachninae,1,1,0.375,,
genus_name,Phloeothrips,Phlaeothrips,Phlaeothripidae,1,3,0.0909090909090909,,
genus_name,Prohaplothrips,Parahoplothrips,Phlaeothripidae,1,2,0,,
genus_name,Tineola,Tinea,Tineidae,1,3,0.333333333333333,,
genus_name,Rhinotermites,Rhinotermes,Rhinotermitidae,1,1,0.1,,
genus_name,Eocryphoecara,Eocryphoeca,Cybaeidae,1,8,0,,
genus_name,Trochanteridromulus,Trochanteridromus,Trochanteriidae,1,2,0.133333333333333,,
genus_name,Urushtenia,Urushtenoidea,Aulostegidae,43,70,0.166666666666667,,
genus_name,Chonostegoides,Chonosteges,Aulostegidae,36,110,0.111111111111111,,
genus_name,Leiochonetes,Lissochonetes,Rugosochonetidae,1,165,0,,
genus_name,Overtoniina,Overtonia,Productellidae,4,23,0.111111111111111,,
genus_name,Lazarevia,Lazarevonia,Productellidae,1,27,0.222222222222222,,
genus_name,Protanidanthus,Protoanidanthus,Linoproductidae,5,33,0,,
genus_name,Athyrisina,Athyris,Athyrididae,29,901,0,,
genus_name,Anathyris,Athyris,Athyrididae,40,901,0.25,,
genus_name,Lingularia,Lingula,Lingulidae,346,962,0,,
genus_name,Anopliella,Anoplia,Anopliidae,1,20,0.25,,
genus_name,Linnarssonella,Linnarssonia,Acrotretidae,16,88,0.222222222222222,,
genus_name,Anelotreta,Angulotreta,Acrotretidae,1,49,0.2,,
genus_name,Aphelotreta,Anelotreta,Acrotretidae,6,1,0.4,,
