level,t1,t2,group,freq1,freq2,m2,use_this,notes
genus_name,Rafanoglossella,Rafanoglossa,Obolidae,3,9,0.111111111111111,,
genus_name,Huenellina,Huenella,Huenellidae,1,6,0.285714285714286,,
genus_name,Apheoorthina,Apheoorthis,Eoorthidae,5,66,0.2,,
genus_name,Elkania,Elkanisca,Elkaniidae,3,2,0.25,,
genus_name,Siphonotreta,Siphonotretella,Siphonotretidae,12,3,0.0909090909090909,,
genus_name,Syntrophinella,Syntrophina,Clarkellidae,5,50,0.181818181818182,,
genus_name,Aporthophylina,Aporthophyla,Taffiidae,4,43,0.2,,
genus_name,Orthostrophella,Orthostrophia,Orthidae,21,24,0.363636363636364,,
genus_name,Sivorthis,Sinorthis,Orthidae,32,73,0.222222222222222,,
genus_name,Hesperonomiella,Hesperonomia,Hesperonomiidae,16,74,0.1,,
genus_name,Stenorhynchites,Stenorhynchia,Trigonirhynchiidae,1,16,0.0909090909090909,,
genus_name,Ptychomaletoechia,Ptychomalotoechia,Trigonirhynchiidae,25,14,0,,
genus_name,Minororthis,Mirorthis,Dalmanellidae,1,7,0.25,,
genus_name,Paurorthina,Paurorthis,Paurorthidae,3,223,0.2,,
genus_name,Leptestia,Leptestiina,Leptestiidae,15,72,0.125,,
genus_name,Gelidorthina,Gelidorthis,Giraldiellidae,3,37,0.181818181818182,,
genus_name,Parastrophinella,Parastrophina,Parastrophinidae,61,85,0.0909090909090909,,
genus_name,Virgianella,Virgiana,Virgianidae,3,50,0.142857142857143,,
genus_name,Heterorthis,Heterorthina,Heterorthidae,30,82,0.3,,
genus_name,Discinisca,Discina,Disciniidae,124,20,0.166666666666667,,
genus_name,Spinatrypina,Spinatrypa,Atrypidae,104,436,0,,
genus_name,Coelospirina,Coelospira,Anoplothecidae,1,220,0.111111111111111,,
genus_name,Coelospirella,Coelospira,Anoplothecidae,4,220,0.111111111111111,,
genus_name,Leptocoelina,Leptocoelia,Leptocoeliidae,18,36,0.2,,
genus_name,Rhynchonelloidea,Rhynchonella,Rhynchonellidae,71,481,0.111111111111111,,
genus_name,Rhynchonelloidella,Rhynchonelloidea,Rhynchonellidae,114,71,0.0909090909090909,,
genus_name,Cubanirhynchia,Cuneirhynchia,Rhynchonellidae,6,85,0.181818181818182,,
genus_name,Stricklandiella,Stricklandia,Stricklandiidae,1,36,0.0909090909090909,,
genus_name,Endospirifer,Eospirifer,Cyrtiidae,1,365,0.222222222222222,,
genus_name,Clorindina,Clorinda,Clorindidae,22,173,0.125,,
genus_name,Homoeospirella,Homoeospira,Rhynchospirinidae,6,106,0.111111111111111,,
genus_name,Gypidulina,Gypidula,Gypidulidae,30,528,0.125,,
genus_name,Gypidulella,Gypidula,Gypidulidae,1,528,0.222222222222222,,
genus_name,Dielasmina,Dielasma,Dielasmatidae,41,787,0,,
genus_name,Productellina,Productina,Productinidae,1,33,0.416666666666667,,
genus_name,Undellaria,Undaria,Monticuliferidae,2,3,0.5,,
genus_name,Donalosia,Devonalosia,Araksalosiidae,2,6,0.222222222222222,,
genus_name,Rensselaerina,Rensselaeria,Centronellidae,13,10,0,,
genus_name,Quadrithyrina,Quadrithyris,Xenomartiniidae,26,29,0.181818181818182,,
genus_name,Chonostrophia,Chonostrophiella,Chonostrophiidae,8,4,0.166666666666667,,
genus_name,Douvillinella,Douvillina,Douvillinidae,5,264,0.222222222222222,,
genus_name,Douvillinaria,Douvillina,Douvillinidae,8,264,0,,
genus_name,Sphaenospira,Sphenospira,Cyrtospiriferidae,2,12,0,,
genus_name,Camarophorinella,Camarophorina,Psilocamaridae,9,2,0.1,,
genus_name,Peregrinelloidea,Peregrinella,Peregrinellidae,2,13,0.222222222222222,,
genus_name,Enantiosphen,Enantiosphenella,Enantiosphenidae,1,6,0.0909090909090909,,
genus_name,Caucasorhynchella,Caucasorhynchia,Allorhynchidae,7,19,0.230769230769231,,
genus_name,Ladogilina,Ladogia,Ladogiidae,2,6,0.142857142857143,,
genus_name,Notothyrina,Notothyris,Notothyrididae,6,260,0.222222222222222,,
genus_name,Klipsteinelloidea,Klipsteinella,Laballidae,1,3,0.2,,
genus_name,Holcorhynchia,Holcorhynchella,Norellidae,9,35,0.181818181818182,,
genus_name,Laevorhynchia,Laevirhynchia,Norellidae,1,3,0.0909090909090909,,
genus_name,Aulacothyroides,Aulacothyris,Zeilleriidae,22,225,0.0833333333333334,,
genus_name,Zeillerina,Zeilleria,Zeilleriidae,6,632,0.285714285714286,,
genus_name,Bakonyithyris,Bakonithyris,Zeilleriidae,72,1,0.0909090909090909,,
genus_name,Magella,Magellania,Terebratellidae,2,27,0.285714285714286,,
genus_name,Magadina,Magadinella,Terebratellidae,17,23,0.25,,
genus_name,Burrirhynchia,Burmirhynchia,Tetrarhynchiidae,18,235,0.1,,
genus_name,Russirhynchia,Robustirhynchia,Tetrarhynchiidae,2,3,0.230769230769231,,
genus_name,Megerlina,Megerlia,Kraussinidae,8,70,0.25,,
genus_name,Psioidea,Psioidiella,Rastelligeridae,1,17,0.125,,
genus_name,Thecocyrtella,Thecocyrtelloidea,Bittnerulidae,13,23,0.166666666666667,,
genus_name,Bouchardia,Bouchardiella,Bouchardiidae,12,18,0.181818181818182,,
genus_name,Cryptopora,Cryptoporella,Cryptoporidae,44,10,0.222222222222222,,
genus_name,Fenestella,Fenestrellina,Fenestellidae,736,74,0.222222222222222,,
genus_name,Fabifenestella,Fenestella,Fenestellidae,47,736,0.25,,
genus_name,Hemitrypella,Hemitrypa,Fenestellidae,1,67,0.111111111111111,,
genus_name,Archaeofenestella,Archaefenestella,Fenestellidae,2,2,0.0833333333333334,,
genus_name,Ptylopora,Polypora,Acanthocladiidae,28,566,0.25,,
genus_name,Polyporella,Polypora,Acanthocladiidae,86,566,0.25,,
genus_name,Polyporellina,Polyporella,Acanthocladiidae,7,86,0.222222222222222,,
genus_name,Ascoporella,Ascopora,Rhabdomesidae,4,62,0.25,,
genus_name,Fistuliporella,Fistulipora,Fistuliporidae,6,561,0.181818181818182,,
genus_name,Cliotrypa,Cheilotrypa,Fistuliporidae,4,31,0.181818181818182,,
genus_name,Chilotrypa,Cheilotrypa,Fistuliporidae,13,31,0.0909090909090909,,
genus_name,Chilotrypa,Cliotrypa,Fistuliporidae,13,4,0.2,,
genus_name,Chasmatopora,Chasmatoporella,Phylloporinidae,112,13,0.181818181818182,,
genus_name,Stictoporellina,Stictoporella,Stictoporellidae,3,34,0.1,,
genus_name,Monotrypella,Monotrypa,Amplexoporidae,12,67,0.222222222222222,,
genus_name,Phaenoporella,Phaenopora,Ptilodictyidae,9,98,0,,
genus_name,Nematoporella,Nematopora,Arthrostylidae,5,61,0,,
genus_name,Glauconomella,Glauconome,Arthrostylidae,5,9,0,,
genus_name,Homotrypella,Homotrypa,Monticuliporidae,28,124,0.222222222222222,,
genus_name,Prasoporina,Prasopora,Monticuliporidae,7,261,0.142857142857143,,
genus_name,Oanduellina,Oanduella,Escharoporidae,5,1,0.125,,
genus_name,Batostomella,Batostomellina,Batostomellidae,45,1,0.2,,
genus_name,Mitoclemella,Mitoclema,Crownoporidae,4,7,0.111111111111111,,
genus_name,Ceramopora,Ceramoporella,Ceramoporidae,64,46,0.125,,
genus_name,Stomatoporina,Stomatopora,Stomatoporidae,1,84,0.125,,
genus_name,Ramiporidra,Ramipora,Goniocladiidae,14,38,0,,
genus_name,Dyscritellina,Dyscritella,Dyscritellidae,36,289,0.1,,
genus_name,Meekoporella,Meekopora,Hexagonellidae,4,84,0.142857142857143,,
genus_name,Filaguria,Figularia,Cribrilinidae,1,23,0,,
genus_name,Esthonioporella,Esthoniopora,Esthonioporidae,4,31,0.181818181818182,,
genus_name,Girtyporina,Girtypora,Girtyporidae,30,35,0.125,,
genus_name,Reteporellina,Reteporella,Phidoloporidae,8,73,0.222222222222222,,
genus_name,Ulrichotrypella,Ulrichotrypa,Anisotrypidae,8,22,0.166666666666667,,
genus_name,Ralfinella,Ralfina,Ralfinidae,4,2,0.142857142857143,,
genus_name,Floridina,Floridinella,Onychocellidae,15,9,0.111111111111111,,
genus_name,Polyascosoeciella,Polyascosoecia,Crisinidae,2,9,0,,
genus_name,Crisidia,Crisia,Crisiidae,1,40,0.333333333333333,,
genus_name,Microporina,Micropora,Microporidae,5,35,0.142857142857143,,
genus_name,Celleporina,Cellepora,Celleporidae,55,28,0.25,,
genus_name,Otionellina,Otionella,Otionellidae,5,8,0.125,,
genus_name,Smittinella,Smittina,Smittinidae,10,73,0.285714285714286,,
genus_name,Cheilopora,Cheiloporina,Cheiloporinidae,1,8,0.1,,
genus_name,Gemellipora,Gemelliporidra,Schizoporellidae,1,5,0.1,,
genus_name,Novispathodus,Neospathodus,Gondolellidae,94,218,0.25,,
genus_name,Peltodus,Petalodus,Petalodontidae,1,35,0.111111111111111,,
genus_name,Idiognathodus,Idiognathoides,Idiognathodontidae,79,17,0.166666666666667,,
genus_name,Paecilodus,Poecilodus,Cochliodontidae,1,3,0.1,,
genus_name,Labidosaurikos,Labidosaurus,Captorhinidae,10,9,0.1,,
genus_name,Labidosauriscus,Labidosaurus,Captorhinidae,1,9,0,,
genus_name,Pristerognathoides,Pristerognathus,Pristerognathidae,10,9,0.0833333333333334,,
genus_name,Alepognathus,Alopecognathus,Pristerognathidae,1,3,0.0769230769230769,,
genus_name,Proburnetia,Paraburnetia,Burnetiidae,1,1,0.1,,
genus_name,Ictidosuchus,Ictidosuchops,Ictidosuchidae,1,27,0.1,,
genus_name,Stethacanthus,Stethacanthulus,Symmoriidae,30,60,0.1,,
genus_name,Struthiocephaloides,Struthiocephalus,Tapinocephalidae,2,10,0.0769230769230769,,
genus_name,Proscinetes,Proscincetes,Pycnodontidae,7,2,0,,
genus_name,Hainosaurus,Halisaurus,Mosasauridae,16,30,0.333333333333333,,
genus_name,Gobiatoides,Gobiates,Gobiatidae,2,13,0.25,,
genus_name,Vectiraptor,Velociraptor,Dromaeosauridae,1,17,0.1,,
genus_name,Amiurus,Ameiurus,Siluridae,1,11,0.142857142857143,,
genus_name,Rhinobatus,Rhinobatos,Rhinobatidae,10,194,0.1,,
genus_name,Micropogon,Micropogonias,Sciaenidae,3,6,0.2,,
genus_name,Paraxestops,Proxestops,Anguidae,1,19,0.111111111111111,,
genus_name,Ophisauromimus,Ophisaurus,Anguidae,7,164,0.2,,
genus_name,Proglyptosaurus,Paraglyptosaurus,Anguidae,1,7,0,,
genus_name,Oryctodromeus,Orodromeus,Thescelosauridae,9,9,0.3,,
genus_name,Barracudasauroides,Barracudasaurus,Mixosauridae,8,2,0.222222222222222,,
genus_name,Spalacotherium,Spalacotheridium,Spalacotheriidae,12,10,0.0714285714285714,,
genus_name,Ptychotrygonoides,Ptychotrygon,Ptychotrygonidae,9,101,0,,
genus_name,Papiliovenator,Philovenator,Troodontidae,1,1,0.25,,
genus_name,Propristis,Pristis,Pristidae,38,160,0.333333333333333,,
genus_name,Osteoglossum,Osteoglossidarum,Osteoglossidae,3,1,0.307692307692308,,
genus_name,Herpetairus,Herpetarius,Dryolestidae,2,1,0,,
genus_name,Parelops,Paraelops,Elopidae,1,4,0,,
genus_name,Cretascyliorhinus,Crassescyliorhinus,Scyliorhinidae,26,33,0.0714285714285714,,
genus_name,Notorhynchus,Notorynchus,Hexanchidae,99,30,0.1,,
genus_name,Perochelys,Petrochelys,Trionychidae,2,7,0.1,,
genus_name,Caenagnathasia,Caenagnathus,Caenagnathidae,7,8,0.111111111111111,,
genus_name,Pholidophoretes,Pholidophorus,Pholidophoridae,1,58,0.333333333333333,,
genus_name,Sardinella,Sardina,Clupeidae,17,33,0.142857142857143,,
genus_name,Eoellimmichthys,Ellimichthys,Paraclupeidae,1,2,0.111111111111111,,
genus_name,Dercetis,Dercetoides,Dercetidae,18,2,0.222222222222222,,
genus_name,Meyerasaurus,Maresaurus,Rhomaleosauridae,1,1,0.142857142857143,,
genus_name,Columbina,Columba,Columbidae,14,88,0.25,,
genus_name,Blarina,Blarinella,Soricidae,79,15,0.142857142857143,,
genus_name,Petenyiella,Petenyia,Soricidae,5,54,0.142857142857143,,
genus_name,Miosorex,Myosorex,Soricidae,22,12,0.25,,
genus_name,Eregioberyx,Egregioberyx,Trachichthyidae,1,3,0,,
genus_name,Holocentronotus,Holocentrus,Holocentridae,5,6,0.2,,
genus_name,Pseudoeotragus,Pseudotragus,Bovidae,2,12,0,,
genus_name,Chonnochaetes,Connochaetes,Bovidae,1,157,0.111111111111111,,
genus_name,Sinoreas,Sivoreas,Bovidae,1,8,0.222222222222222,,
genus_name,Brosmophyciops,Brosmophycis,Bythitidae,2,23,0,,
genus_name,Merlangius,Merlangiogadus,Gadidae,4,2,0.166666666666667,,
genus_name,Lepophidiinorum,Lepophidium,Ophidiidae,2,21,0.3,,
genus_name,Desmana,Desmanella,Talpidae,62,51,0.142857142857143,,
genus_name,Scapanulus,Scapanus,Talpidae,2,55,0.25,,
genus_name,Graphiurops,Graphiurus,Gliridae,1,11,0.222222222222222,,
genus_name,Glirurus,Glirulus,Gliridae,1,38,0,,
genus_name,Cricetulodon,Cricetodon,Cricetidae,11,89,0.272727272727273,,
genus_name,Protarsomys,Prosomys,Cricetidae,2,4,0.375,,
genus_name,Panchomys,Phenacomys,Cricetidae,2,60,0.1,,
genus_name,Pliomys,Plioctomys,Cricetidae,96,6,0.222222222222222,,
genus_name,Nectomys,Neacomys,Cricetidae,4,1,0.222222222222222,,
genus_name,Necromys,Neacomys,Cricetidae,14,1,0.222222222222222,,
genus_name,Necromys,Nectomys,Cricetidae,14,4,0.222222222222222,,
genus_name,Eucricetodon,Eocricetodon,Cricetidae,144,25,0.1,,
genus_name,Cricetulus,Cricetus,Cricetidae,35,89,0.222222222222222,,
genus_name,Cricetinus,Cricetus,Cricetidae,5,89,0.333333333333333,,
genus_name,Allocricetus,Apocricetus,Cricetidae,75,21,0.272727272727273,,
genus_name,Mirrabella,Mirabella,Cricetidae,4,5,0,,
genus_name,Ochotonoma,Ochotona,Ochotonidae,2,123,0.142857142857143,,
genus_name,Pronotochoerus,Propotamochoerus,Suidae,1,26,0.307692307692308,,
genus_name,Mustela,Mustelavus,Mustelidae,153,4,0.125,,
genus_name,Mustela,Miomustela,Mustelidae,153,11,0.3,,
genus_name,Hadrictis,Hydrictis,Mustelidae,1,3,0.222222222222222,,
genus_name,Lycaena,Lycyaena,Hyaenidae,2,8,0,,
genus_name,Haplohippus,Hypohippus,Equidae,2,110,0.4,,
genus_name,Protohippus,Protorohippus,Equidae,95,31,0,,
genus_name,Erihippus,Epihippus,Equidae,1,41,0.142857142857143,,
genus_name,Cremohipparion,Cormohipparion,Equidae,13,117,0.1,,
genus_name,Chilotheridium,Chilotherium,Rhinocerotidae,5,49,0.181818181818182,,
genus_name,Diaceratherium,Diceratherium,Rhinocerotidae,16,87,0.1,,
genus_name,Proaceratherium,Protaceratherium,Rhinocerotidae,1,17,0,,
genus_name,Tapiravus,Tapirus,Tapiridae,3,294,0.25,,
genus_name,Paracervulus,Procervulus,Cervidae,7,36,0.3,,
genus_name,Lantanotherium,Lanthanotherium,Erinaceidae,17,40,0,,
genus_name,Oligoechinus,Oligochenus,Erinaceidae,1,1,0.0909090909090909,,
genus_name,Chadrolagus,Caprolagus,Leporidae,11,1,0.363636363636364,,
genus_name,Pronolagus,Pronotolagus,Leporidae,9,13,0.1,,
genus_name,Spermophilus,Spermophilinus,Sciuridae,205,91,0.0833333333333334,,
genus_name,Otospermophilus,Oligospermophilus,Sciuridae,64,10,0.153846153846154,,
genus_name,Petaurista,Petauria,Sciuridae,3,4,0.125,,
genus_name,Trigontherium,Trogontherium,Castoridae,1,59,0,,
genus_name,Eomyops,Eomys,Eomyidae,8,60,0.2,,
genus_name,Mellalomys,Melomys,Muridae,11,1,0.375,,
genus_name,Gerbillurus,Gerbillus,Muridae,1,23,0.125,,
genus_name,Machairodus,Machaerodus,Felidae,95,4,0.181818181818182,,
genus_name,Ursavus,Ursus,Ursidae,31,494,0.5,,
genus_name,Ursulus,Ursus,Ursidae,3,494,0.2,,
genus_name,Otocyon,Otarocyon,Canidae,11,9,0.25,,
genus_name,Otocyon,Oxetocyon,Canidae,11,7,0.25,,
genus_name,Cerdocyon,Caedocyon,Canidae,7,1,0.222222222222222,,
genus_name,Aquifavus,Aquilavus,Accipitridae,1,1,0.222222222222222,,
genus_name,Mancalla,Miomancalla,Alcidae,27,4,0.375,,
genus_name,Chersine,Chersina,Testudinidae,2,8,0.125,,
genus_name,Protansomys,Proansomys,Aplodontidae,1,16,0.111111111111111,,
genus_name,Proentelodon,Paraentelodon,Entelodontidae,1,6,0.111111111111111,,
genus_name,Paraeutatus,Parutaetus,Dasypodidae,1,12,0.142857142857143,,
genus_name,Punatherium,Pucatherium,Dasypodidae,1,10,0.181818181818182,,
genus_name,Eurybelodon,Eubelodon,Gomphotheriidae,2,6,0.3,,
genus_name,Protitan,Protitanops,Brontotheriidae,7,2,0.222222222222222,,
genus_name,Acdestis,Acdestoides,Palaeothentidae,23,1,0.125,,
genus_name,Megoreodon,Mesoreodon,Merycoidodontidae,16,39,0.25,,
genus_name,Asiapternodus,Apternodus,Apternodontidae,1,30,0.181818181818182,,
genus_name,Glossotheridium,Glossotherium,Mylodontidae,1,92,0.25,,
genus_name,Promylodon,Paramylodon,Mylodontidae,1,104,0.111111111111111,,
genus_name,Scelidotheridium,Scelidotherium,Mylodontidae,2,52,0.166666666666667,,
genus_name,Megatheridium,Megatherium,Megatheriidae,1,90,0.181818181818182,,
genus_name,Promegatherium,Pliomegatherium,Megatheriidae,1,3,0.0833333333333334,,
genus_name,Cephalomys,Cephalomyopsis,Cephalomyidae,6,6,0.0909090909090909,,
genus_name,Brotomys,Boromys,Echimyidae,2,5,0.285714285714286,,
genus_name,Eumegamysops,Eumegamys,Dinomyidae,1,10,0,,
genus_name,Afrophoca,Acrophoca,Phocidae,1,12,0.125,,
genus_name,Ardeola,Ardea,Ardeidae,3,70,0.333333333333333,,
genus_name,Butorides,Botauroides,Ardeidae,13,1,0.1,,
genus_name,Proardea,Proardeola,Ardeidae,1,2,0.142857142857143,,
genus_name,Phoenicoparrus,Phoenicopterus,Phoenicopteridae,1,36,0.153846153846154,,
genus_name,Physeter,Physeterula,Physeteridae,74,16,0.3,,
genus_name,Sternula,Sterna,Laridae,2,25,0.285714285714286,,
genus_name,Turnipax,Turnix,Turnicidae,2,21,0.285714285714286,,
genus_name,Pardirallus,Parvirallus,Rallidae,1,2,0.222222222222222,,
genus_name,Montirallus,Miorallus,Rallidae,1,1,0.4,,
genus_name,Koalliella,Koaliella,Salamandridae,1,1,0,,
genus_name,Miosula,Microsula,Sulidae,3,3,0.222222222222222,,
genus_name,Chloridops,Chloris,Fringillidae,1,19,0.25,,
genus_name,Heterocetus,Herpetocetus,Cetotheriidae,12,51,0.111111111111111,,
genus_name,Arsinotherium,Arsinoitherium,Arsinoitheriidae,3,13,0,,
genus_name,Macraucheniopsis,Macrauchenopsis,Macraucheniidae,2,1,0,,
genus_name,Auxides,Auxis,Scombridae,9,2,0.333333333333333,,
genus_name,Eothynnus,Euthynnus,Scombridae,2,3,0.125,,
genus_name,Chavinziphius,Caviziphius,Ziphiidae,1,4,0.2,,
genus_name,Balaena,Balaenula,Balaenidae,407,22,0.166666666666667,,
genus_name,Balaenella,Balaena,Balaenidae,1,407,0,,
genus_name,Kolopsoides,Kolopsis,Diprotodontidae,1,3,0,,
genus_name,Trigodon,Trigodonops,Haplodontheriidae,6,3,0.222222222222222,,
genus_name,Anagale,Anaptogale,Anagalidae,1,1,0.333333333333333,,
genus_name,Oreochromimos,Oreochromis,Cichlidae,1,1,0.111111111111111,,
genus_name,Thyrsitoides,Thyrsites,Gempylidae,3,3,0.222222222222222,,
genus_name,Atherinops,Atherinopsis,Atherinopsidae,5,5,0,,
genus_name,Eoconularia,Exoconularia,Conulariidae,3,9,0.1,,
genus_name,Lophophyllum,Lophophyllidium,Lophophyllidae,26,360,0.2,,
genus_name,Emmonsiella,Emmonsia,Favositidae,4,35,0.25,,
genus_name,Careophyllum,Ceratophyllum,Disphyllidae,8,10,0.0833333333333334,,
genus_name,Planetophyllum,Pantophyllum,Disphyllidae,3,9,0.166666666666667,,
genus_name,Thamnoporella,Thamnopora,Pachyporidae,9,448,0.111111111111111,,
genus_name,Subalveolitella,Subalveolites,Alveolitidae,5,69,0.0909090909090909,,
genus_name,Auloporella,Aulopora,Auloporidae,6,272,0.25,,
genus_name,Arachnolasma,Arachnolasmella,Aulophyllidae,37,2,0.0909090909090909,,
genus_name,Gryphophyllum,Grypophyllum,Ptenophyllidae,1,76,0.111111111111111,,
genus_name,Roemeria,Roemeripora,Roemeriidae,5,31,0.125,,
genus_name,Fossoporella,Fossopora,Theciidae,1,7,0.285714285714286,,
genus_name,Wentzelophyllum,Wentzellophyllum,Waagenophyllidae,15,53,0,,
genus_name,Discoidocyathus,Discocyathus,Caryophylliidae,2,6,0.181818181818182,,
genus_name,Crispatotrochus,Ceratotrochus,Caryophylliidae,3,53,0.333333333333333,,
genus_name,Chomatoseris,Comoseris,Comoseridae,57,149,0.333333333333333,,
genus_name,Coryphyllina,Coryphyllia,Reimaniphylliidae,1,18,0.2,,
genus_name,Indophyllia,Isophyllia,Mussidae,1,47,0.363636363636364,,
genus_name,Dendrocystoides,Dendrocystites,Dendrocystitidae,1,9,0,,
genus_name,Lutocrinus,Luxocrinus,Rhodocrinitidae,2,3,0.2,,
genus_name,Abactinocrinites,Actinocrinites,Actinocrinitidae,1,63,0.2,,
genus_name,Abactinocrinites,Abactinocrinus,Actinocrinitidae,1,2,0.181818181818182,,
genus_name,Aacocrinus,Ancalocrinus,Actinocrinitidae,1,7,0.1,,
genus_name,Angioblastus,Agmoblastus,Codasteridae,4,1,0.25,,
genus_name,Procidaris,Permocidaris,Miocidaridae,18,7,0.2,,
genus_name,Pidelocrinus,Pelidocrinus,Elpidocrinidae,1,2,0,,
genus_name,Eperisocrinus,Erisocrinus,Erisocrinidae,1,34,0.222222222222222,,
genus_name,Trochocystoides,Trochocystites,Sucocystidae,1,5,0.0909090909090909,,
genus_name,Salenidia,Salenia,Saleniidae,23,99,0.142857142857143,,
genus_name,Hemitiaris,Hemicidaris,Hemicidaridae,3,49,0.3,,
genus_name,Schizechinus,Scholiechinus,Toxopneustidae,5,1,0.272727272727273,,
genus_name,Proclimacograptus,Pseudoclimacograptus,Climacograptidae,2,99,0.133333333333333,,
genus_name,Archaeocyphia,Archaeoscyphia,Anthaspidellidae,1,109,0.0909090909090909,,
genus_name,Virgaspongia,Virgaspongiella,Anthaspidellidae,1,1,0.181818181818182,,
genus_name,Hamptoniella,Hamptonia,Hamptoniidae,1,27,0.111111111111111,,
genus_name,Labechiella,Labechia,Labechiidae,21,103,0,,
genus_name,Calathospongia,Clathrospongia,Dictyospongiidae,2,1,0.0833333333333334,,
genus_name,Microstaurella,Microstaura,Dictyospongiidae,3,4,0.1,,
genus_name,Astylospongiella,Astylospongia,Astylospongiidae,4,12,0.166666666666667,,
genus_name,Hermatostromella,Hermatostroma,Trupetostromatidae,7,83,0,,
genus_name,Orbicyathellus,Orbicyathus,Ajacicyathidae,3,23,0.307692307692308,,
genus_name,Colospongiella,Colospongia,Colospongiidae,1,184,0.2,,
genus_name,Leptosocyathellus,Leptosocyathus,Densocyathidae,2,39,0.166666666666667,,
genus_name,Coelocladia,Coelocladiella,Heliospongiidae,7,7,0,,
genus_name,Meandrostia,Maeandrostia,Maeandrostiidae,5,6,0,,
genus_name,Tercyathellus,Tercyathus,Tercyathidae,11,14,0.272727272727273,,
genus_name,Clathricyathellus,Clathricyathus,Tercyathidae,2,5,0.166666666666667,,
genus_name,Verrucocoeloidea,Verrucocoelia,Euretidae,1,19,0.111111111111111,,
genus_name,Toomeyospongiella,Toomeyospongia,Toomeyospongiidae,3,4,0.0909090909090909,,
genus_name,Dongqiaostromaria,Dongqiaostroma,Burgundiidae,1,1,0,,
genus_name,Actinostromaria,Actinostromina,Actinostromariidae,38,4,0,,
genus_name,Actostroma,Actinostromina,Actinostromariidae,6,4,0.2,,
genus_name,Rhizopoterionopsis,Rhizopoterion,Ventriculitidae,1,39,0,,
genus_name,Nuculoma,Nucula,Nuculidae,152,1658,0.333333333333333,,
genus_name,Similoconcha,Similiconcha,Nuculidae,1,2,0,,
genus_name,Modiolatus,Modiolus,Mytilidae,26,1819,0.333333333333333,,
genus_name,Praemytilus,Promytilus,Mytilidae,6,103,0.333333333333333,,
genus_name,Perumytilus,Promytilus,Mytilidae,3,103,0.272727272727273,,
genus_name,Volsella,Volsellina,Mytilidae,47,48,0.25,,
genus_name,Brachiodontes,Brachidontes,Mytilidae,65,453,0.0833333333333334,,
genus_name,Perumytilus,Praemytilus,Mytilidae,3,6,0.0909090909090909,,
genus_name,Astarte,Astartella,Astartidae,1259,346,0.142857142857143,,
genus_name,Astartemya,Astarte,Astartidae,21,1259,0,,
genus_name,Astartopsis,Astartellopsis,Astartidae,7,7,0.2,,
genus_name,Goniomorpha,Goniophora,Modiomorphidae,31,193,0.222222222222222,,
genus_name,Ambonychinia,Ambonychia,Ambonychiidae,14,338,0.1,,
genus_name,Amphicoelia,Amphiocoelia,Ambonychiidae,17,4,0,,
genus_name,Notonychia,Nodonychia,Ambonychiidae,1,1,0.2,,
genus_name,Cyrtodonta,Cyrtodontula,Cyrtodontidae,141,97,0.2,,
genus_name,Homoya,Homomya,Pholadomyidae,2,301,0,,
genus_name,Actinopterella,Actinopteria,Pterineidae,3,391,0.181818181818182,,
genus_name,Cardiolinka,Cardiola,Cardiolidae,37,93,0,,
genus_name,Lucinoma,Lucina,Lucinidae,473,877,0.285714285714286,,
genus_name,Sphaera,Sphaeriola,Lucinidae,51,49,0.333333333333333,,
genus_name,Milthona,Miltha,Lucinidae,2,277,0.285714285714286,,
genus_name,Myrtucina,Myrtina,Lucinidae,6,44,0.444444444444444,,
genus_name,Streblopermia,Streblopteria,Streblochondriidae,1,297,0.0909090909090909,,
genus_name,Striochondria,Streblochondria,Streblochondriidae,12,168,0.230769230769231,,
genus_name,Adamussium,Amusium,Pectinidae,7,328,0.2,,
genus_name,Radulopecten,Radiopecten,Pectinidae,182,22,0.333333333333333,,
genus_name,Lissochlamys,Lyssochlamys,Pectinidae,1,3,0.1,,
genus_name,Janupecten,Janopecten,Pectinidae,6,8,0.222222222222222,,
genus_name,Lepidopecten,Leptopecten,Pectinidae,31,237,0.333333333333333,,
genus_name,Gervillaria,Gervillia,Bakevelliidae,161,450,0,,
genus_name,Limea,Lima,Limidae,148,843,0.4,,
genus_name,Clinocardium,Criocardium,Cardiidae,189,5,0.272727272727273,,
genus_name,Planicardium,Plagiocardium,Cardiidae,3,62,0.25,,
genus_name,Obsoletiformes,Obsoletiforma,Cardiidae,2,7,0.0833333333333334,,
genus_name,Lunulicardia,Lunulicardium,Cardiidae,4,2,0.1,,
genus_name,Maoritrigonia,Microtrigonia,Trigoniidae,13,5,0.111111111111111,,
genus_name,Liotrigonia,Linotrigonia,Trigoniidae,30,27,0,,
genus_name,Luxitrigonia,Liotrigonia,Trigoniidae,1,30,0.3,,
genus_name,Ostreola,Ostrea,Ostreidae,21,2484,0.285714285714286,,
genus_name,Ostreola,Ostreonella,Ostreidae,21,1,0.111111111111111,,
genus_name,Cyclorismina,Cyclorisma,Veneridae,21,131,0.1,,
genus_name,Dosina,Dosinia,Veneridae,34,896,0,,
genus_name,Pitaria,Pitar,Veneridae,102,1126,0,,
genus_name,Sinodia,Sinonia,Veneridae,4,9,0.166666666666667,,
genus_name,Callista,Callistina,Veneridae,393,12,0.142857142857143,,
genus_name,Callistalox,Callista,Veneridae,35,393,0,,
genus_name,Cyclinella,Cyclina,Veneridae,111,40,0.25,,
