"index","phylum","class","order","genus","fauna","interval_max","interval_min","max_ma","min_ma","max_ma_2022","min_ma_2022","cl_gn","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_accepted_no"
1,"Actinopoda","Acantharia","uncertain","Astrolithium",,"Aquitanian","Meghalayan",23.04,0,23.03,0,"Acantharia_Astrolithium",,,,,,
2,"Actinopoda","Acantharia","uncertain","Chiastolus",,"Ypresian","Meghalayan",56,0,56,0,"Acantharia_Chiastolus",,,,,,
3,"Actinopoda","Radiolaria","incertae sedis","Raphidociclicus",,"Roadian","Capitanian",274.4,259.857,273.01,259.51,"Radiolaria_Raphidociclicus",,,,,,
4,"Actinopoda","Radiolaria","Nassellaria","Abnormisphaera",,"Carnian","Rhaetian",237,201.4,237,201.4,"Radiolaria_Abnormisphaera",,,,,,
5,"Actinopoda","Radiolaria","Nassellaria","Acanthocircus",,"Carnian","Maastrichtian",237,66,237,66,"Radiolaria_Acanthocircus",,,,,,
6,"Actinopoda","Radiolaria","Nassellaria","Acerahedrina",,"Aquitanian","Messinian",23.04,5.333,23.03,5.333,"Radiolaria_Acerahedrina",,,,,,
7,"Actinopoda","Radiolaria","Nassellaria","Acerocanium",,"Aquitanian","Messinian",23.04,5.333,23.03,5.333,"Radiolaria_Acerocanium",,,,,,
8,"Actinopoda","Radiolaria","Nassellaria","Acidnomelos",,"Maastrichtian","Maastrichtian",72.2,66,72.1,66,"Radiolaria_Acidnomelos",,,,,,
9,"Actinopoda","Radiolaria","Nassellaria","Acotripus",,"Hettangian","Tithonian",201.4,143.1,201.4,145,"Radiolaria_Acotripus",,,,,,
10,"Actinopoda","Radiolaria","Nassellaria","Acrobotrys",,"Tortonian","Meghalayan",11.63,0,11.63,0,"Radiolaria_Acrobotrys",,,,,,
11,"Actinopoda","Radiolaria","Nassellaria","Acrospyris",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Acrospyris",,,,,,
12,"Actinopoda","Radiolaria","Nassellaria","Aegospyris",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Aegospyris",,,,,,
13,"Actinopoda","Radiolaria","Nassellaria","Alievium",,"Callovian","Maastrichtian",165.3,66,165.3,66,"Radiolaria_Alievium",,,,,,
14,"Actinopoda","Radiolaria","Nassellaria","Amphipyndax",,"Aptian","Maastrichtian",121.4,66,121.4,66,"Radiolaria_Amphipyndax",,,,,,
15,"Actinopoda","Radiolaria","Nassellaria","Andromeda",,"Hettangian","Tithonian",201.4,143.1,201.4,145,"Radiolaria_Andromeda",,,,,,
16,"Actinopoda","Radiolaria","Nassellaria","Antarctissa",,"Aquitanian","Meghalayan",23.04,0,23.03,0,"Radiolaria_Antarctissa",,,,,,
17,"Actinopoda","Radiolaria","Nassellaria","Anthocyrtidium",,"Aquitanian","Meghalayan",23.04,0,23.03,0,"Radiolaria_Anthocyrtidium",,,,,,
18,"Actinopoda","Radiolaria","Nassellaria","Anthocyrtis",,"Greenlandian","Meghalayan",0.0117,0,0.0117,0,"Radiolaria_Anthocyrtis",,,,,,
19,"Actinopoda","Radiolaria","Nassellaria","Anthocyrtoma",,"Danian","Meghalayan",66,0,66,0,"Radiolaria_Anthocyrtoma",,,,,,
20,"Actinopoda","Radiolaria","Nassellaria","Anthospyris",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Anthospyris",,,,,,
21,"Actinopoda","Radiolaria","Nassellaria","Archaeodictyomitra",,"Toarcian","Maastrichtian",184.2,66,184.2,66,"Radiolaria_Archaeodictyomitra",,,,,,
22,"Actinopoda","Radiolaria","Nassellaria","Archeeucyrtis",,"Ladinian","Norian",241.464,205.7,242,208.5,"Radiolaria_Archeeucyrtis",,,,,,
23,"Actinopoda","Radiolaria","Nassellaria","Archicorys",,"Tithonian","Meghalayan",149.2,0,149.2,0,"Radiolaria_Archicorys",,,,,,
24,"Actinopoda","Radiolaria","Nassellaria","Artocapsa",,"Tithonian","Meghalayan",149.2,0,149.2,0,"Radiolaria_Artocapsa",,,,,,
25,"Actinopoda","Radiolaria","Nassellaria","Artoperina",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Artoperina",,,,,,
26,"Actinopoda","Radiolaria","Nassellaria","Artophormis",,"Bartonian","Aquitanian",41.03,20.45,41.2,20.44,"Radiolaria_Artophormis",,,,,,
27,"Actinopoda","Radiolaria","Nassellaria","Artostrobium",,"Campanian","Meghalayan",83.6,0,83.6,0,"Radiolaria_Artostrobium",,,,,,
28,"Actinopoda","Radiolaria","Nassellaria","Artostrobus",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Artostrobus",,,,,,
29,"Actinopoda","Radiolaria","Nassellaria","Bagotum",,"Hettangian","Bajocian",201.4,168.2,201.4,168.2,"Radiolaria_Bagotum",,,,,,
30,"Actinopoda","Radiolaria","Nassellaria","Bathrocalpis",,"Priabonian","Priabonian",37.71,33.9,37.71,33.9,"Radiolaria_Bathrocalpis",,,,,,
31,"Actinopoda","Radiolaria","Nassellaria","Bathropyramis",,"Campanian","Meghalayan",83.6,0,83.6,0,"Radiolaria_Bathropyramis",,,,,,
32,"Actinopoda","Radiolaria","Nassellaria","Bekoma",,"Thanetian","Ypresian",59.24,48.07,59.2,47.8,"Radiolaria_Bekoma",,,,,,
33,"Actinopoda","Radiolaria","Nassellaria","Bernoullius",,"Callovian","Tithonian",165.3,143.1,165.3,145,"Radiolaria_Bernoullius",,,,,,
34,"Actinopoda","Radiolaria","Nassellaria","Birkenmajeria",,"Oxfordian","Albian",161.5,100.5,161.5,100.5,"Radiolaria_Birkenmajeria",,,,,,
35,"Actinopoda","Radiolaria","Nassellaria","Bisphaerocephalina",,"Greenlandian","Meghalayan",0.0117,0,0.0117,0,"Radiolaria_Bisphaerocephalina",,,,,,
36,"Actinopoda","Radiolaria","Nassellaria","Botryocampe",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Botryocampe",,,,,,
37,"Actinopoda","Radiolaria","Nassellaria","Botryocella",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Botryocella",,,,,,
38,"Actinopoda","Radiolaria","Nassellaria","Botryocyrtis",,"Campanian","Meghalayan",83.6,0,83.6,0,"Radiolaria_Botryocyrtis",,,,,,
39,"Actinopoda","Radiolaria","Nassellaria","Botryopyle",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Botryopyle",,,,,,
40,"Actinopoda","Radiolaria","Nassellaria","Botryostrobus",,"Burdigalian","Meghalayan",20.45,0,20.44,0,"Radiolaria_Botryostrobus",,,,,,
41,"Actinopoda","Radiolaria","Nassellaria","Brachiospyris",,"Thanetian","Meghalayan",59.24,0,59.2,0,"Radiolaria_Brachiospyris",,,,,,
42,"Actinopoda","Radiolaria","Nassellaria","Broctus",,"Sinemurian","Pliensbachian",199.5,184.2,199.5,184.2,"Radiolaria_Broctus",,,,,,
43,"Actinopoda","Radiolaria","Nassellaria","Buryella",,"Thanetian","Lutetian",59.24,41.03,59.2,41.2,"Radiolaria_Buryella",,,,,,
44,"Actinopoda","Radiolaria","Nassellaria","Busuanga",,"Ladinian","Ladinian",241.464,237,242,237,"Radiolaria_Busuanga",,,,,,
45,"Actinopoda","Radiolaria","Nassellaria","Callimitra",,"Priabonian","Meghalayan",37.71,0,37.71,0,"Radiolaria_Callimitra",,,,,,
46,"Actinopoda","Radiolaria","Nassellaria","Calocyclas",,"Ypresian","Priabonian",56,33.9,56,33.9,"Radiolaria_Calocyclas",,,,,,
47,"Actinopoda","Radiolaria","Nassellaria","Calocycletta",,"Aquitanian","Messinian",23.04,5.333,23.03,5.333,"Radiolaria_Calocycletta",,,,,,
48,"Actinopoda","Radiolaria","Nassellaria","Calocycloma",,"Ypresian","Lutetian",56,41.03,56,41.2,"Radiolaria_Calocycloma",,,,,,
49,"Actinopoda","Radiolaria","Nassellaria","Calyptocoryphe",,"Maastrichtian","Maastrichtian",72.2,66,72.1,66,"Radiolaria_Calyptocoryphe",,,,,,
50,"Actinopoda","Radiolaria","Nassellaria","Canesium",,"Norian","Norian",227.3,205.7,227,208.5,"Radiolaria_Canesium",,,,,,
51,"Actinopoda","Radiolaria","Nassellaria","Cannobotrys",,"Maastrichtian","Meghalayan",72.2,0,72.1,0,"Radiolaria_Cannobotrys",,,,,,
52,"Actinopoda","Radiolaria","Nassellaria","Canoptum",,"Carnian","Bajocian",237,168.2,237,168.2,"Radiolaria_Canoptum",,,,,,
53,"Actinopoda","Radiolaria","Nassellaria","Canutus",,"Sinemurian","Toarcian",199.5,174.7,199.5,174.7,"Radiolaria_Canutus",,,,,,
54,"Actinopoda","Radiolaria","Nassellaria","Carpocanarium",,"Aquitanian","Meghalayan",23.04,0,23.03,0,"Radiolaria_Carpocanarium",,,,,,
55,"Actinopoda","Radiolaria","Nassellaria","Carpocanistrum",,"Priabonian","Meghalayan",37.71,0,37.71,0,"Radiolaria_Carpocanistrum",,,,,,
56,"Actinopoda","Radiolaria","Nassellaria","Carpocanium",,"Priabonian","Meghalayan",37.71,0,37.71,0,"Radiolaria_Carpocanium",,,,,,
57,"Actinopoda","Radiolaria","Nassellaria","Carpocanopsis",,"Chattian","Serravallian",27.3,11.63,27.82,11.63,"Radiolaria_Carpocanopsis",,,,,,
58,"Actinopoda","Radiolaria","Nassellaria","Cassideus",,"Cenomanian","Cenomanian",100.5,93.9,100.5,93.9,"Radiolaria_Cassideus",,,,,,
59,"Actinopoda","Radiolaria","Nassellaria","Castrum",,"Carnian","Norian",237,205.7,237,208.5,"Radiolaria_Castrum",,,,,,
60,"Actinopoda","Radiolaria","Nassellaria","Centrobotrys",,"Rupelian","Meghalayan",33.9,0,33.9,0,"Radiolaria_Centrobotrys",,,,,,
61,"Actinopoda","Radiolaria","Nassellaria","Cephalopyramis",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Cephalopyramis",,,,,,
62,"Actinopoda","Radiolaria","Nassellaria","Cinclopyramis",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Cinclopyramis",,,,,,
63,"Actinopoda","Radiolaria","Nassellaria","Cinguloturris",,"Oxfordian","Tithonian",161.5,143.1,161.5,145,"Radiolaria_Cinguloturris",,,,,,
64,"Actinopoda","Radiolaria","Nassellaria","Cladospyris",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Cladospyris",,,,,,
65,"Actinopoda","Radiolaria","Nassellaria","Clathrocyclas",,"Hettangian","Meghalayan",201.4,0,201.4,0,"Radiolaria_Clathrocyclas",,,,,,
66,"Actinopoda","Radiolaria","Nassellaria","Clathrospyris",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Clathrospyris",,,,,,
67,"Actinopoda","Radiolaria","Nassellaria","Collicyrtidium",,"Tithonian","Tithonian",149.2,143.1,149.2,145,"Radiolaria_Collicyrtidium",,,,,,
68,"Actinopoda","Radiolaria","Nassellaria","Combusta",,"Toarcian","Toarcian",184.2,174.7,184.2,174.7,"Radiolaria_Combusta",,,,,,
69,"Actinopoda","Radiolaria","Nassellaria","Conarchnium",,"Cenomanian","Meghalayan",100.5,0,100.5,0,"Radiolaria_Conarchnium",,,,,,
70,"Actinopoda","Radiolaria","Nassellaria","Confiroma",,"Campanian","Campanian",83.6,72.2,83.6,72.1,"Radiolaria_Confiroma",,,,,,
71,"Actinopoda","Radiolaria","Nassellaria","Cornutella",,"Induan","Meghalayan",251.902,0,251.902,0,"Radiolaria_Cornutella",,,,,,
72,"Actinopoda","Radiolaria","Nassellaria","Cornutovum",,"Maastrichtian","Maastrichtian",72.2,66,72.1,66,"Radiolaria_Cornutovum",,,,,,
73,"Actinopoda","Radiolaria","Nassellaria","Corocalyptra",,"Berriasian","Meghalayan",143.1,0,145,0,"Radiolaria_Corocalyptra",,,,,,
74,"Actinopoda","Radiolaria","Nassellaria","Cortina",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Cortina",,,,,,
75,"Actinopoda","Radiolaria","Nassellaria","Cortiniscus",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Cortiniscus",,,,,,
76,"Actinopoda","Radiolaria","Nassellaria","Corum",,"Carnian","Norian",237,205.7,237,208.5,"Radiolaria_Corum",,,,,,
77,"Actinopoda","Radiolaria","Nassellaria","Crolanium",,"Barremian","Aptian",125.77,113.2,129.4,113,"Radiolaria_Crolanium",,,,,,
78,"Actinopoda","Radiolaria","Nassellaria","Crubus",,"Pliensbachian","Toarcian",192.9,174.7,192.9,174.7,"Radiolaria_Crubus",,,,,,
79,"Actinopoda","Radiolaria","Nassellaria","Cryptamphorella",,"Carnian","Maastrichtian",237,66,237,66,"Radiolaria_Cryptamphorella",,,,,,
80,"Actinopoda","Radiolaria","Nassellaria","Cryptocapsa",,"Hettangian","Meghalayan",201.4,0,201.4,0,"Radiolaria_Cryptocapsa",,,,,,
81,"Actinopoda","Radiolaria","Nassellaria","Cryptocephalus",,"Hettangian","Meghalayan",201.4,0,201.4,0,"Radiolaria_Cryptocephalus",,,,,,
82,"Actinopoda","Radiolaria","Nassellaria","Cryptopora",,"Bartonian","Meghalayan",41.03,0,41.2,0,"Radiolaria_Cryptopora",,,,,,
83,"Actinopoda","Radiolaria","Nassellaria","Cryptostephanidium",,"Anisian","Carnian",247,227.3,247.2,227,"Radiolaria_Cryptostephanidium",,,,,,
84,"Actinopoda","Radiolaria","Nassellaria","Cycladophora",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Cycladophora",,,,,,
85,"Actinopoda","Radiolaria","Nassellaria","Cyclampterium",,"Rupelian","Meghalayan",33.9,0,33.9,0,"Radiolaria_Cyclampterium",,,,,,
86,"Actinopoda","Radiolaria","Nassellaria","Cyrtocalpis",,"Oxfordian","Meghalayan",161.5,0,161.5,0,"Radiolaria_Cyrtocalpis",,,,,,
87,"Actinopoda","Radiolaria","Nassellaria","Cyrtocapsa",,"Induan","Meghalayan",251.902,0,251.902,0,"Radiolaria_Cyrtocapsa",,,,,,
88,"Actinopoda","Radiolaria","Nassellaria","Cyrtocapsella",,"Aquitanian","Tortonian",23.04,7.246,23.03,7.246,"Radiolaria_Cyrtocapsella",,,,,,
89,"Actinopoda","Radiolaria","Nassellaria","Dendrocircus",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Dendrocircus",,,,,,
90,"Actinopoda","Radiolaria","Nassellaria","Dendrospyris",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Dendrospyris",,,,,,
91,"Actinopoda","Radiolaria","Nassellaria","Desmospyris",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Desmospyris",,,,,,
92,"Actinopoda","Radiolaria","Nassellaria","Diacanthocapsa",,"Bajocian","Campanian",170.9,72.2,170.9,72.1,"Radiolaria_Diacanthocapsa",,,,,,
93,"Actinopoda","Radiolaria","Nassellaria","Dibolachras",,"Oxfordian","Aptian",161.5,113.2,161.5,113,"Radiolaria_Dibolachras",,,,,,
94,"Actinopoda","Radiolaria","Nassellaria","Dicolocapsa",,"Carnian","Meghalayan",237,0,237,0,"Radiolaria_Dicolocapsa",,,,,,
95,"Actinopoda","Radiolaria","Nassellaria","Dictyocephalus",,"Induan","Meghalayan",251.902,0,251.902,0,"Radiolaria_Dictyocephalus",,,,,,
96,"Actinopoda","Radiolaria","Nassellaria","Dictyomitra",,"Anisian","Meghalayan",247,0,247.2,0,"Radiolaria_Dictyomitra",,,,,,
97,"Actinopoda","Radiolaria","Nassellaria","Dictyomitrella",,"Carnian","Carnian",237,227.3,237,227,"Radiolaria_Dictyomitrella",,,,,,
98,"Actinopoda","Radiolaria","Nassellaria","Dictyophimus",,"Aptian","Meghalayan",121.4,0,121.4,0,"Radiolaria_Dictyophimus",,,,,,
99,"Actinopoda","Radiolaria","Nassellaria","Dictyopodium",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Dictyopodium",,,,,,
100,"Actinopoda","Radiolaria","Nassellaria","Dictyoprora",,"Ypresian","Rupelian",56,27.3,56,27.82,"Radiolaria_Dictyoprora",,,,,,
101,"Actinopoda","Radiolaria","Nassellaria","Dictyospyris",,"Hettangian","Meghalayan",201.4,0,201.4,0,"Radiolaria_Dictyospyris",,,,,,
102,"Actinopoda","Radiolaria","Nassellaria","Didymocyrtis",,"Chattian","Meghalayan",27.3,0,27.82,0,"Radiolaria_Didymocyrtis",,,,,,
103,"Actinopoda","Radiolaria","Nassellaria","Dipodospyris",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Dipodospyris",,,,,,
104,"Actinopoda","Radiolaria","Nassellaria","Dorcadospyris",,"Rupelian","Meghalayan",33.9,0,33.9,0,"Radiolaria_Dorcadospyris",,,,,,
105,"Actinopoda","Radiolaria","Nassellaria","Droltus",,"Sinemurian","Bajocian",199.5,168.2,199.5,168.2,"Radiolaria_Droltus",,,,,,
106,"Actinopoda","Radiolaria","Nassellaria","Drulanta",,"Pliensbachian","Toarcian",192.9,174.7,192.9,174.7,"Radiolaria_Drulanta",,,,,,
107,"Actinopoda","Radiolaria","Nassellaria","Ectonocorys",,"Maastrichtian","Maastrichtian",72.2,66,72.1,66,"Radiolaria_Ectonocorys",,,,,,
108,"Actinopoda","Radiolaria","Nassellaria","Eostichomitra",,"Campanian","Campanian",83.6,72.2,83.6,72.1,"Radiolaria_Eostichomitra",,,,,,
109,"Actinopoda","Radiolaria","Nassellaria","Eptingium",,"Anisian","Norian",247,205.7,247.2,208.5,"Radiolaria_Eptingium",,,,,,
110,"Actinopoda","Radiolaria","Nassellaria","Eribotrys",,"Maastrichtian","Maastrichtian",72.2,66,72.1,66,"Radiolaria_Eribotrys",,,,,,
111,"Actinopoda","Radiolaria","Nassellaria","Eucecryphalus",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Eucecryphalus",,,,,,
112,"Actinopoda","Radiolaria","Nassellaria","Eucoronis",,"Priabonian","Meghalayan",37.71,0,37.71,0,"Radiolaria_Eucoronis",,,,,,
113,"Actinopoda","Radiolaria","Nassellaria","Eucyrtidiellum",,"Toarcian","Tithonian",184.2,143.1,184.2,145,"Radiolaria_Eucyrtidiellum",,,,,,
114,"Actinopoda","Radiolaria","Nassellaria","Eucyrtidium",,"Tithonian","Meghalayan",149.2,0,149.2,0,"Radiolaria_Eucyrtidium",,,,,,
115,"Actinopoda","Radiolaria","Nassellaria","Eucyrtis",,"Callovian","Aptian",165.3,113.2,165.3,113,"Radiolaria_Eucyrtis",,,,,,
116,"Actinopoda","Radiolaria","Nassellaria","Eusyringium",,"Campanian","Meghalayan",83.6,0,83.6,0,"Radiolaria_Eusyringium",,,,,,
117,"Actinopoda","Radiolaria","Nassellaria","Ewingella",,"Cenomanian","Cenomanian",100.5,93.9,100.5,93.9,"Radiolaria_Ewingella",,,,,,
118,"Actinopoda","Radiolaria","Nassellaria","Fantus",,"Pliensbachian","Toarcian",192.9,174.7,192.9,174.7,"Radiolaria_Fantus",,,,,,
119,"Actinopoda","Radiolaria","Nassellaria","Farcus",,"Pliensbachian","Toarcian",192.9,174.7,192.9,174.7,"Radiolaria_Farcus",,,,,,
120,"Actinopoda","Radiolaria","Nassellaria","Favosyringium",,"Tithonian","Berriasian",149.2,137.05,149.2,139.8,"Radiolaria_Favosyringium",,,,,,
121,"Actinopoda","Radiolaria","Nassellaria","Foremanina",,"Campanian","Campanian",83.6,72.2,83.6,72.1,"Radiolaria_Foremanina",,,,,,
122,"Actinopoda","Radiolaria","Nassellaria","Giraffospyris",,"Lutetian","Meghalayan",48.07,0,47.8,0,"Radiolaria_Giraffospyris",,,,,,
123,"Actinopoda","Radiolaria","Nassellaria","Glycobtrys",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Glycobtrys",,,,,,
124,"Actinopoda","Radiolaria","Nassellaria","Gomberellus",,"Ladinian","Ladinian",241.464,237,242,237,"Radiolaria_Gomberellus",,,,,,
125,"Actinopoda","Radiolaria","Nassellaria","Gongylothorax",,"Bajocian","Maastrichtian",170.9,66,170.9,66,"Radiolaria_Gongylothorax",,,,,,
126,"Actinopoda","Radiolaria","Nassellaria","Gorgospyris",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Gorgospyris",,,,,,
127,"Actinopoda","Radiolaria","Nassellaria","Halicalyptra",,"Greenlandian","Meghalayan",0.0117,0,0.0117,0,"Radiolaria_Halicalyptra",,,,,,
128,"Actinopoda","Radiolaria","Nassellaria","Haliphormis",,"Zanclean","Meghalayan",5.333,0,5.333,0,"Radiolaria_Haliphormis",,,,,,
129,"Actinopoda","Radiolaria","Nassellaria","Heliocryptocapsa",,"Albian","Campanian",113.2,72.2,113,72.1,"Radiolaria_Heliocryptocapsa",,,,,,
130,"Actinopoda","Radiolaria","Nassellaria","Heloringulum",,"Tithonian","Tithonian",149.2,143.1,149.2,145,"Radiolaria_Heloringulum",,,,,,
131,"Actinopoda","Radiolaria","Nassellaria","Helotholus",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Helotholus",,,,,,
132,"Actinopoda","Radiolaria","Nassellaria","Hemicryptocapsa",,"Cenomanian","Maastrichtian",100.5,66,100.5,66,"Radiolaria_Hemicryptocapsa",,,,,,
133,"Actinopoda","Radiolaria","Nassellaria","Hexaspyris",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Hexaspyris",,,,,,
134,"Actinopoda","Radiolaria","Nassellaria","Holocryptocapsa",,"Induan","Piacenzian",251.902,2.58,251.902,2.58,"Radiolaria_Holocryptocapsa",,,,,,
135,"Actinopoda","Radiolaria","Nassellaria","Holocrytocanium",,"Berriasian","Campanian",143.1,72.2,145,72.1,"Radiolaria_Holocrytocanium",,,,,,
136,"Actinopoda","Radiolaria","Nassellaria","Homeoarchicorys",,"Campanian","Campanian",83.6,72.2,83.6,72.1,"Radiolaria_Homeoarchicorys",,,,,,
137,"Actinopoda","Radiolaria","Nassellaria","Hozmadia",,"Ladinian","Carnian",241.464,227.3,242,227,"Radiolaria_Hozmadia",,,,,,
138,"Actinopoda","Radiolaria","Nassellaria","Hsuum",,"Pliensbachian","Hauterivian",192.9,125.77,192.9,129.4,"Radiolaria_Hsuum",,,,,,
139,"Actinopoda","Radiolaria","Nassellaria","Immersothorax",,"Campanian","Campanian",83.6,72.2,83.6,72.1,"Radiolaria_Immersothorax",,,,,,
140,"Actinopoda","Radiolaria","Nassellaria","Kassina",,"Berriasian","Maastrichtian",143.1,66,145,66,"Radiolaria_Kassina",,,,,,
141,"Actinopoda","Radiolaria","Nassellaria","Katroma",,"Sinemurian","Berriasian",199.5,137.05,199.5,139.8,"Radiolaria_Katroma",,,,,,
142,"Actinopoda","Radiolaria","Nassellaria","Krempelinella",,"Campanian","Campanian",83.6,72.2,83.6,72.1,"Radiolaria_Krempelinella",,,,,,
143,"Actinopoda","Radiolaria","Nassellaria","Lamprocyclas",,"Rupelian","Meghalayan",33.9,0,33.9,0,"Radiolaria_Lamprocyclas",,,,,,
144,"Actinopoda","Radiolaria","Nassellaria","Lamprocyrtis",,"Zanclean","Meghalayan",5.333,0,5.333,0,"Radiolaria_Lamprocyrtis",,,,,,
145,"Actinopoda","Radiolaria","Nassellaria","Lampterium",,"Ypresian","Bartonian",56,37.71,56,37.71,"Radiolaria_Lampterium",,,,,,
146,"Actinopoda","Radiolaria","Nassellaria","Lamptonium",,"Thanetian","Lutetian",59.24,41.03,59.2,41.2,"Radiolaria_Lamptonium",,,,,,
147,"Actinopoda","Radiolaria","Nassellaria","Lantus",,"Pliensbachian","Toarcian",192.9,174.7,192.9,174.7,"Radiolaria_Lantus",,,,,,
148,"Actinopoda","Radiolaria","Nassellaria","Latium",,"Norian","Norian",227.3,205.7,227,208.5,"Radiolaria_Latium",,,,,,
149,"Actinopoda","Radiolaria","Nassellaria","Lipmanium",,"Cenomanian","Cenomanian",100.5,93.9,100.5,93.9,"Radiolaria_Lipmanium",,,,,,
150,"Actinopoda","Radiolaria","Nassellaria","Liriospyris",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Liriospyris",,,,,,
151,"Actinopoda","Radiolaria","Nassellaria","Lithobotrys",,"Priabonian","Meghalayan",37.71,0,37.71,0,"Radiolaria_Lithobotrys",,,,,,
152,"Actinopoda","Radiolaria","Nassellaria","Lithocampana",,"Ypresian","Priabonian",56,33.9,56,33.9,"Radiolaria_Lithocampana",,,,,,
153,"Actinopoda","Radiolaria","Nassellaria","Lithocampe",,"Ladinian","Meghalayan",241.464,0,242,0,"Radiolaria_Lithocampe",,,,,,
154,"Actinopoda","Radiolaria","Nassellaria","Lithocarpium",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Lithocarpium",,,,,,
155,"Actinopoda","Radiolaria","Nassellaria","Lithochytris",,"Hettangian","Meghalayan",201.4,0,201.4,0,"Radiolaria_Lithochytris",,,,,,
156,"Actinopoda","Radiolaria","Nassellaria","Lithomelissa",,"Anisian","Meghalayan",247,0,247.2,0,"Radiolaria_Lithomelissa",,,,,,
157,"Actinopoda","Radiolaria","Nassellaria","Lithomitra",,"Induan","Meghalayan",251.902,0,251.902,0,"Radiolaria_Lithomitra",,,,,,
158,"Actinopoda","Radiolaria","Nassellaria","Lithopera",,"Langhian","Meghalayan",15.98,0,15.97,0,"Radiolaria_Lithopera",,,,,,
159,"Actinopoda","Radiolaria","Nassellaria","Lithornithium",,"Hettangian","Meghalayan",201.4,0,201.4,0,"Radiolaria_Lithornithium",,,,,,
160,"Actinopoda","Radiolaria","Nassellaria","Lithostrobus",,"Asselian","Meghalayan",298.9,0,298.9,0,"Radiolaria_Lithostrobus",,,,,,
161,"Actinopoda","Radiolaria","Nassellaria","Livarella",,"Rhaetian","Toarcian",205.7,174.7,208.5,174.7,"Radiolaria_Livarella",,,,,,
162,"Actinopoda","Radiolaria","Nassellaria","Lophoconus",,"Thanetian","Meghalayan",59.24,0,59.2,0,"Radiolaria_Lophoconus",,,,,,
163,"Actinopoda","Radiolaria","Nassellaria","Lophocorys",,"Hettangian","Meghalayan",201.4,0,201.4,0,"Radiolaria_Lophocorys",,,,,,
164,"Actinopoda","Radiolaria","Nassellaria","Lophocyrtis",,"Hettangian","Meghalayan",201.4,0,201.4,0,"Radiolaria_Lophocyrtis",,,,,,
165,"Actinopoda","Radiolaria","Nassellaria","Lophophaena",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Lophophaena",,,,,,
166,"Actinopoda","Radiolaria","Nassellaria","Lophospyris",,"Aquitanian","Meghalayan",23.04,0,23.03,0,"Radiolaria_Lophospyris",,,,,,
167,"Actinopoda","Radiolaria","Nassellaria","Lupherium",,"Pliensbachian","Bajocian",192.9,168.2,192.9,168.2,"Radiolaria_Lupherium",,,,,,
168,"Actinopoda","Radiolaria","Nassellaria","Lychnocanium",,"Berriasian","Meghalayan",143.1,0,145,0,"Radiolaria_Lychnocanium",,,,,,
169,"Actinopoda","Radiolaria","Nassellaria","Lychnocanoma",,"Priabonian","Serravallian",37.71,11.63,37.71,11.63,"Radiolaria_Lychnocanoma",,,,,,
170,"Actinopoda","Radiolaria","Nassellaria","Lychnodictyum",,"Chattian","Meghalayan",27.3,0,27.82,0,"Radiolaria_Lychnodictyum",,,,,,
171,"Actinopoda","Radiolaria","Nassellaria","Marimoum",,"Tortonian","Messinian",11.63,5.333,11.63,5.333,"Radiolaria_Marimoum",,,,,,
172,"Actinopoda","Radiolaria","Nassellaria","Microcubus",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Microcubus",,,,,,
173,"Actinopoda","Radiolaria","Nassellaria","Microsciadiocapsa",,"Cenomanian","Coniacian",100.5,85.7,100.5,86.3,"Radiolaria_Microsciadiocapsa",,,,,,
174,"Actinopoda","Radiolaria","Nassellaria","Milax",,"Callovian","Callovian",165.3,161.5,165.3,161.5,"Radiolaria_Milax",,,,,,
