"index","phylum","class","order","genus","fauna","interval_max","interval_min","max_ma","min_ma","max_ma_2022","min_ma_2022","cl_gn","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_accepted_no"
21712,"Mollusca","Bivalvia","Nuculoida","Australoneilo","Modern","Maastrichtian","Priabonian",72.2,33.9,72.1,33.9,"Bivalvia_Australoneilo","Mollusca","Bivalvia","Nuculanida","Malletiidae","Australoneilo","16013"
21713,"Mollusca","Bivalvia","Nuculoida","Australoportlandia","Modern","Priabonian","Priabonian",37.71,33.9,37.71,33.9,"Bivalvia_Australoportlandia",,,,,,
21714,"Mollusca","Bivalvia","Nuculoida","Bicrenucula","Modern","Rhuddanian","Telychian",443.1,432.9,443.8,433.4,"Bivalvia_Bicrenucula","Mollusca","Bivalvia","Nuculida","Praenuculidae","Bicrenucula","16015"
21715,"Mollusca","Bivalvia","Nuculoida","Bicrenula","Modern","Frasnian","Frasnian",382.31,372.15,382.7,372.2,"Bivalvia_Bicrenula","Mollusca","Bivalvia","Nuculanida","Malletiidae","Bicrenula","16016"
21716,"Mollusca","Bivalvia","Nuculoida","Borissia","Modern","Aquitanian","Messinian",23.04,5.333,23.03,5.333,"Bivalvia_Borissia",,,,,,
21717,"Mollusca","Bivalvia","Nuculoida","Brevinucula","Modern","Aquitanian","Meghalayan",23.04,0,23.03,0,"Bivalvia_Brevinucula","Mollusca","Bivalvia","Nuculida","Nuculidae","Brevinucula","16018"
21718,"Mollusca","Bivalvia","Nuculoida","Cadomia","Modern","Darriwilian","Darriwilian",469.4,458.2,467.3,458.4,"Bivalvia_Cadomia","Mollusca","Bivalvia","Nuculanida","Malletiidae","Cadomia","16019"
21719,"Mollusca","Bivalvia","Nuculoida","Caesariella","Modern","Homerian","Gorstian",430.6,425,430.5,425.6,"Bivalvia_Caesariella","Mollusca","Bivalvia","Nuculanida","Malletiidae","Caesariella","16020"
21720,"Mollusca","Bivalvia","Nuculoida","Calorhadia","Modern","Ypresian","Priabonian",56,33.9,56,33.9,"Bivalvia_Calorhadia","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Calorhadia","16021"
21721,"Mollusca","Bivalvia","Nuculoida","Cardiolaria","Modern","Floian","Gorstian",477.1,425,477.7,425.6,"Bivalvia_Cardiolaria","Mollusca","Bivalvia","Cardiolariatida","Cardiolariidae","Cardiolaria","16022"
21722,"Mollusca","Bivalvia","Nuculoida","Clinopista","Modern","Lochkovian","Sakmarian",419.62,290.1,419.2,290.1,"Bivalvia_Clinopista","Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Clinopista","16023"
21723,"Mollusca","Bivalvia","Nuculoida","Cnesterium","Modern","Danian","Meghalayan",66,0,66,0,"Bivalvia_Cnesterium",,,,,,
21724,"Mollusca","Bivalvia","Nuculoida","Cnestriella","Modern","Maastrichtian","Maastrichtian",72.2,66,72.1,66,"Bivalvia_Cnestriella","Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Cnestriella","16024"
21725,"Mollusca","Bivalvia","Nuculoida","Concavodonta","Modern","Sandbian","Katian",458.2,445.2,458.4,445.2,"Bivalvia_Concavodonta","Mollusca","Bivalvia","Nuculida","Praenuculidae","Concavodonta","16026"
21726,"Mollusca","Bivalvia","Nuculoida","Costaledopsis","Modern","Katian","Hirnantian",452.8,443.1,453,443.8,"Bivalvia_Costaledopsis","Mollusca","Bivalvia","Nuculida","Praenuculidae","Costaledopsis","16027"
21727,"Mollusca","Bivalvia","Nuculoida","Costatoleda","Modern","Rupelian","Meghalayan",33.9,0,33.9,0,"Bivalvia_Costatoleda","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Costatoleda","16028"
21728,"Mollusca","Bivalvia","Nuculoida","Ctenodonta","Modern","Tremadocian","Hirnantian",486.85,443.1,485.4,443.8,"Bivalvia_Ctenodonta","Mollusca","Bivalvia","Solemyida","Ctenodontidae","Ctenodonta","16029"
21729,"Mollusca","Bivalvia","Nuculoida","Ctenodontella","Modern","Lochkovian","Emsian",419.62,393.47,419.2,393.3,"Bivalvia_Ctenodontella","Mollusca","Bivalvia","Nuculanida","Malletiidae","Ctenodontella","16030"
21730,"Mollusca","Bivalvia","Nuculoida","Dacryomya","Modern","Induan","Tithonian",251.902,143.1,251.902,145,"Bivalvia_Dacryomya","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Dacromya","16031"
21731,"Mollusca","Bivalvia","Nuculoida","Deceptrix","Modern","Darriwilian","Emsian",469.4,393.47,467.3,393.3,"Bivalvia_Deceptrix","Mollusca","Bivalvia","Cardiolariatida","Cardiolariidae","Deceptrix","16032"
21732,"Mollusca","Bivalvia","Nuculoida","Deminucula","Modern","Aquitanian","Meghalayan",23.04,0,23.03,0,"Bivalvia_Deminucula",,,,,,
21733,"Mollusca","Bivalvia","Nuculoida","Ditichia","Modern","Lochkovian","Emsian",419.62,393.47,419.2,393.3,"Bivalvia_Ditichia","Mollusca","Bivalvia","Solemyida","Ctenodontidae","Ditichia","16034"
21734,"Mollusca","Bivalvia","Nuculoida","Dysondonta","Modern","Emsian","Emsian",410.62,393.47,407.6,393.3,"Bivalvia_Dysondonta","Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Dysondonta","16035"
21735,"Mollusca","Bivalvia","Nuculoida","Economolopsis","Modern","Serpukhovian","Serpukhovian",330.3,323.4,330.9,323.2,"Bivalvia_Economolopsis","Mollusca","Bivalvia","Nuculida","Nuculidae","Economolopsis","16036"
21736,"Mollusca","Bivalvia","Nuculoida","Ekaterodonta","Modern","Floian","Dapingian",477.1,469.4,477.7,467.3,"Bivalvia_Ekaterodonta","Mollusca","Bivalvia","Cardiolariatida","Tironuculidae","Ekaterodonta","16037"
21737,"Mollusca","Bivalvia","Nuculoida","Ekstadia","Modern","Homerian","Gorstian",430.6,425,430.5,425.6,"Bivalvia_Ekstadia","Mollusca","Bivalvia","Nuculanida","Malletiidae","Ekstadia","16038"
21738,"Mollusca","Bivalvia","Nuculoida","Eleganuculana","Modern","Carnian","Rhaetian",237,201.4,237,201.4,"Bivalvia_Eleganuculana","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Eleganuculana","16039"
21739,"Mollusca","Bivalvia","Nuculoida","Ennucula","Modern","Danian","Meghalayan",66,0,66,0,"Bivalvia_Ennucula","Mollusca","Bivalvia","Nuculida","Nuculidae","Ennucula","16040"
21740,"Mollusca","Bivalvia","Nuculoida","Eritropsis","Modern","Dapingian","Darriwilian",471.3,458.2,470,458.4,"Bivalvia_Eritropsis","Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Eritropsis","16041"
21741,"Mollusca","Bivalvia","Nuculoida","Ezonuculana","Modern","Coniacian","Maastrichtian",89.8,66,89.8,66,"Bivalvia_Ezonuculana","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Ezonuculana","16042"
21742,"Mollusca","Bivalvia","Nuculoida","Fidera","Modern","Sandbian","Sandbian",458.2,452.8,458.4,453,"Bivalvia_Fidera","Mollusca","Bivalvia","Nuculida","Praenuculidae","Fidera","16043"
21743,"Mollusca","Bivalvia","Nuculoida","Freja","Modern","Homerian","Homerian",430.6,426.7,430.5,427.4,"Bivalvia_Freja","Mollusca","Bivalvia","Arcida","Frejidae","Freja","16044"
21744,"Mollusca","Bivalvia","Nuculoida","Gibbonucula","Modern","Ypresian","Ypresian",56,48.07,56,47.8,"Bivalvia_Gibbonucula",,,,,,
21745,"Mollusca","Bivalvia","Nuculoida","Glyptoleda","Modern","Wordian","Wordian",266.9,264.28,266.9,264.28,"Bivalvia_Glyptoleda",,,,,,
21746,"Mollusca","Bivalvia","Nuculoida","Habonucula","Modern","Hettangian","Tithonian",201.4,143.1,201.4,145,"Bivalvia_Habonucula","Mollusca","Bivalvia","Nuculida","Praenuculidae","Habonucula","16047"
21747,"Mollusca","Bivalvia","Nuculoida","Hataiyoldia","Modern","Aquitanian","Messinian",23.04,5.333,23.03,5.333,"Bivalvia_Hataiyoldia",,,,,,
21748,"Mollusca","Bivalvia","Nuculoida","Hilgardia","Modern","Ypresian","Bartonian",56,37.71,56,37.71,"Bivalvia_Hilgardia","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Hilgardia","16049"
21749,"Mollusca","Bivalvia","Nuculoida","Iheringinucula","Modern","Priabonian","Burdigalian",37.71,15.98,37.71,15.97,"Bivalvia_Iheringinucula","Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Iheringinucula","16050"
21750,"Mollusca","Bivalvia","Nuculoida","Inaequidens","Modern","Dapingian","Sandbian",471.3,452.8,470,453,"Bivalvia_Inaequidens","Mollusca","Bivalvia","Cardiolariatida","Cardiolariidae","Inaequidens","16051"
21751,"Mollusca","Bivalvia","Nuculoida","Indoculana","Modern","Callovian","Callovian",165.3,161.5,165.3,161.5,"Bivalvia_Indoculana","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Indoculana","16052"
21752,"Mollusca","Bivalvia","Nuculoida","Johnmartinia","Modern","Darriwilian","Darriwilian",469.4,458.2,467.3,458.4,"Bivalvia_Johnmartinia","Mollusca","Bivalvia","Nuculanida","Malletiidae","Johnmartinia","16053"
21753,"Mollusca","Bivalvia","Nuculoida","Jupiteria","Modern","Albian","Meghalayan",113.2,0,113,0,"Bivalvia_Jupiteria","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Jupiteria","16054"
21754,"Mollusca","Bivalvia","Nuculoida","Kalayoldia","Modern","Priabonian","Meghalayan",37.71,0,37.71,0,"Bivalvia_Kalayoldia",,,,,,
21755,"Mollusca","Bivalvia","Nuculoida","Kasachia","Modern","Eifelian","Givetian",393.47,382.31,393.3,382.7,"Bivalvia_Kasachia","Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Kasachia","16056"
21756,"Mollusca","Bivalvia","Nuculoida","Koenenia","Modern","Lochkovian","Famennian",419.62,358.86,419.2,358.9,"Bivalvia_Koenenia","Mollusca","Bivalvia","Nuculanida","Malletiidae","Koenenia","16057"
21757,"Mollusca","Bivalvia","Nuculoida","Kufralaria","Modern","Eifelian","Famennian",393.47,358.86,393.3,358.9,"Bivalvia_Kufralaria","Mollusca","Bivalvia","Solemyida","Ctenodontidae","Kufralaria","16058"
21758,"Mollusca","Bivalvia","Nuculoida","Lamellinucula","Modern","Thanetian","Meghalayan",59.24,0,59.2,0,"Bivalvia_Lamellinucula",,,,,,
21759,"Mollusca","Bivalvia","Nuculoida","Ledella","Modern","Bartonian","Meghalayan",41.03,0,41.2,0,"Bivalvia_Ledella","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Ledella","16060"
21760,"Mollusca","Bivalvia","Nuculoida","Ledina","Modern","Danian","Priabonian",66,33.9,66,33.9,"Bivalvia_Ledina","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Ledina","16061"
21761,"Mollusca","Bivalvia","Nuculoida","Ledopsis","Modern","Ludfordian","Emsian",425,393.47,425.6,393.3,"Bivalvia_Ledopsis","Mollusca","Bivalvia","Nuculida","Praenuculidae","Ledopsis","16062"
21762,"Mollusca","Bivalvia","Nuculoida","Leiodysodonta","Modern","Lochkovian","Givetian",419.62,382.31,419.2,382.7,"Bivalvia_Leiodysodonta","Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Leiodysodonta","16063"
21763,"Mollusca","Bivalvia","Nuculoida","Leionucula","Modern","Hauterivian","Meghalayan",132.6,0,132.6,0,"Bivalvia_Leionucula","Mollusca","Bivalvia","Nuculida","Nuculidae","Leionucula","16064"
21764,"Mollusca","Bivalvia","Nuculoida","Lembulus","Modern","Ypresian","Meghalayan",56,0,56,0,"Bivalvia_Lembulus",,,,,,
21765,"Mollusca","Bivalvia","Nuculoida","Lepteviella","Modern","Anisian","Ladinian",247,237,247.2,237,"Bivalvia_Lepteviella","Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Lepteviella","16066"
21766,"Mollusca","Bivalvia","Nuculoida","Linucula","Modern","Rupelian","Meghalayan",33.9,0,33.9,0,"Bivalvia_Linucula",,,,,,
21767,"Mollusca","Bivalvia","Nuculoida","Lissanucula","Modern","Aquitanian","Messinian",23.04,5.333,23.03,5.333,"Bivalvia_Lissanucula",,,,,,
21768,"Mollusca","Bivalvia","Nuculoida","Lithorhadia","Modern","Danian","Serravallian",66,11.63,66,11.63,"Bivalvia_Lithorhadia","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Litorhadia","16069"
21769,"Mollusca","Bivalvia","Nuculoida","Lophoconcha","Modern","Tremadocian","Hirnantian",486.85,443.1,485.4,443.8,"Bivalvia_Lophoconcha","Mollusca","Bivalvia","Nuculanida","Malletiidae","Lophoconcha","16070"
21770,"Mollusca","Bivalvia","Nuculoida","Malletia","Modern","Valanginian","Meghalayan",137.05,0,139.8,0,"Bivalvia_Malletia","Mollusca","Bivalvia","Nuculanida","Malletiidae","Malletia","16071"
21771,"Mollusca","Bivalvia","Nuculoida","Megayoldia","Modern","Rupelian","Meghalayan",33.9,0,33.9,0,"Bivalvia_Megayoldia","Mollusca","Bivalvia","Nuculanida","Sareptidae","Megayoldia","16072"
21772,"Mollusca","Bivalvia","Nuculoida","Menneroctenia","Modern","Maastrichtian","Serravallian",72.2,11.63,72.1,11.63,"Bivalvia_Menneroctenia","Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Menneroctenia","16073"
21773,"Mollusca","Bivalvia","Nuculoida","Mesoneilo","Modern","Norian","Rhaetian",227.3,201.4,227,201.4,"Bivalvia_Mesoneilo","Mollusca","Bivalvia","Solemyida","Ctenodontidae","Mesoneilo","16074"
21774,"Mollusca","Bivalvia","Nuculoida","Mesosaccella","Modern","Sinemurian","Thanetian",199.5,56,199.5,56,"Bivalvia_Mesosaccella","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Mesosaccella","16075"
21775,"Mollusca","Bivalvia","Nuculoida","Metapalaeoneilo","Modern","Gorstian","Pridoli",426.7,419.62,427.4,419.2,"Bivalvia_Metapalaeoneilo","Mollusca","Bivalvia","Nuculanida","Malletiidae","Metapalaeoneilo","112822"
21776,"Mollusca","Bivalvia","Nuculoida","Myoplusia","Modern","Darriwilian","Sandbian",469.4,452.8,467.3,453,"Bivalvia_Myoplusia","Mollusca","Bivalvia","Nuculanida","Malletiidae","Myoplusia","16077"
21777,"Mollusca","Bivalvia","Nuculoida","Neilo","Modern","Campanian","Meghalayan",83.6,0,83.6,0,"Bivalvia_Neilo","Mollusca","Bivalvia","Nuculanida","Malletiidae","Neilo","16078"
21778,"Mollusca","Bivalvia","Nuculoida","Neiloides","Modern","Maastrichtian","Maastrichtian",72.2,66,72.1,66,"Bivalvia_Neiloides","Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Neiloides","16079"
21779,"Mollusca","Bivalvia","Nuculoida","Neilonella","Modern","Maastrichtian","Meghalayan",72.2,0,72.1,0,"Bivalvia_Neilonella","Mollusca","Bivalvia","Nuculanida","Tindariidae","Neilonella","89906"
21780,"Mollusca","Bivalvia","Nuculoida","Notonucula","Modern","Lochkovian","Emsian",419.62,393.47,419.2,393.3,"Bivalvia_Notonucula","Mollusca","Bivalvia","Nuculida","Nuculidae","Notonucula","16081"
21781,"Mollusca","Bivalvia","Nuculoida","Nucula","Modern","Berriasian","Meghalayan",143.1,0,145,0,"Bivalvia_Nucula","Mollusca","Bivalvia","Nuculida","Nuculidae","Nucula","16082"
21782,"Mollusca","Bivalvia","Nuculoida","Nuculana","Modern","Induan","Meghalayan",251.902,0,251.902,0,"Bivalvia_Nuculana","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Nuculana","16083"
21783,"Mollusca","Bivalvia","Nuculoida","Nuculavus","Modern","Visean","Kungurian",346.7,274.4,346.7,276,"Bivalvia_Nuculavus","Mollusca","Bivalvia","Nuculida","Nuculidae","Nuculavus","16084"
21784,"Mollusca","Bivalvia","Nuculoida","Nuculites","Modern","Sandbian","Wuchiapingian",458.2,254.14,458.4,254.14,"Bivalvia_Nuculites","Mollusca","Bivalvia","Nuculanida","Cucullellidae","Nuculites","16085"
21785,"Mollusca","Bivalvia","Nuculoida","Nuculodonta","Modern","Telychian","Homerian",438.6,426.7,438.5,427.4,"Bivalvia_Nuculodonta","Mollusca","Bivalvia","Nuculida","Praenuculidae","Nuculodonta","16086"
21786,"Mollusca","Bivalvia","Nuculoida","Nuculoidea","Modern","Homerian","Famennian",430.6,358.86,430.5,358.9,"Bivalvia_Nuculoidea",,,,,,
21787,"Mollusca","Bivalvia","Nuculoida","Nuculoma","Modern","Bajocian","Berriasian",170.9,137.05,170.9,139.8,"Bivalvia_Nuculoma","Mollusca","Bivalvia","Nuculida","Nuculidae","Nuculoma","16088"
21788,"Mollusca","Bivalvia","Nuculoida","Nuculopsis","Modern","Tournaisian","Induan",358.86,250.8,358.9,251.2,"Bivalvia_Nuculopsis","Mollusca","Bivalvia","Nuculida","Nuculidae","Nuculopsis","16089"
21789,"Mollusca","Bivalvia","Nuculoida","Nucundata","Modern","Asselian","Changhsingian",298.9,251.902,298.9,251.902,"Bivalvia_Nucundata",,,,,,
21790,"Mollusca","Bivalvia","Nuculoida","Orthoyoldia","Modern","Ypresian","Meghalayan",56,0,56,0,"Bivalvia_Orthoyoldia","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Orthoyoldia","16091"
21791,"Mollusca","Bivalvia","Nuculoida","Palaeoconcha","Modern","Sandbian","Telychian",458.2,432.9,458.4,433.4,"Bivalvia_Palaeoconcha","Mollusca","Bivalvia","Cardiolariatida","Similodontidae","Palaeoconcha","16092"
21792,"Mollusca","Bivalvia","Nuculoida","Palaeoneilo","Modern","Floian","Pliensbachian",477.1,184.2,477.7,184.2,"Bivalvia_Palaeoneilo","Mollusca","Bivalvia","Nuculanida","Malletiidae","Palaeoneilo","16093"
21793,"Mollusca","Bivalvia","Nuculoida","Palaeonucula","Modern","Ladinian","Tithonian",241.464,143.1,242,145,"Bivalvia_Palaeonucula","Mollusca","Bivalvia","Nuculida","Nuculidae","Palaeonucula","16094"
21794,"Mollusca","Bivalvia","Nuculoida","Paleostraba","Modern","Homerian","Homerian",430.6,426.7,430.5,427.4,"Bivalvia_Paleostraba","Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Paleostraba","16095"
21795,"Mollusca","Bivalvia","Nuculoida","Paleyoldia","Modern","Visean","Capitanian",346.7,259.857,346.7,259.51,"Bivalvia_Paleyoldia","Mollusca","Bivalvia","Nuculanida","Sareptidae","Paleyoldia","16096"
21796,"Mollusca","Bivalvia","Nuculoida","Paulinea","Modern","Floian","Floian",477.1,471.3,477.7,470,"Bivalvia_Paulinea","Mollusca","Bivalvia","Nuculida","Praenuculidae","Paulinea","16097"
21797,"Mollusca","Bivalvia","Nuculoida","Pectinucula","Modern","Berriasian","Maastrichtian",143.1,66,145,66,"Bivalvia_Pectinucula","Mollusca","Bivalvia","Nuculida","Nuculidae","Pectinucula","16098"
21798,"Mollusca","Bivalvia","Nuculoida","Pensarnia","Modern","Floian","Floian",477.1,471.3,477.7,470,"Bivalvia_Pensarnia","Mollusca","Bivalvia","Nuculida","Praenuculidae","Pensarnia","16099"
21799,"Mollusca","Bivalvia","Nuculoida","Phaenodesmia","Modern","Anisian","Norian",247,205.7,247.2,208.5,"Bivalvia_Phaenodesmia","Mollusca","Bivalvia","Nuculanida","Malletiidae","Phaenodesmia","16100"
21800,"Mollusca","Bivalvia","Nuculoida","Phestia","Modern","Givetian","Olenekian",387.95,247,387.7,247.2,"Bivalvia_Phestia","Mollusca","Bivalvia","Nuculanida","Polidevciidae","Phestia","16101"
21801,"Mollusca","Bivalvia","Nuculoida","Phestioides","Modern","Lochkovian","Givetian",419.62,382.31,419.2,382.7,"Bivalvia_Phestioides","Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Phestioides","16102"
21802,"Mollusca","Bivalvia","Nuculoida","Pojetaia","Modern","Stage 2","Wuliuan",529,504.5,529,504.5,"Bivalvia_Pojetaia","Mollusca","Bivalvia","Fordillida","Fordillidae","Pojetaia","16103"
21803,"Mollusca","Bivalvia","Nuculoida","Poroleda","Modern","Maastrichtian","Meghalayan",72.2,0,72.1,0,"Bivalvia_Poroleda","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Poroleda","16104"
21804,"Mollusca","Bivalvia","Nuculoida","Portlandia","Modern","Santonian","Meghalayan",85.7,0,86.3,0,"Bivalvia_Portlandia","Mollusca","Bivalvia","Nuculanida","Sareptidae","Portlandia","16105"
21805,"Mollusca","Bivalvia","Nuculoida","Praenucula","Modern","Floian","Homerian",477.1,426.7,477.7,427.4,"Bivalvia_Praenucula","Mollusca","Bivalvia","Nuculida","Praenuculidae","Praenucula","16106"
21806,"Mollusca","Bivalvia","Nuculoida","Praesacella","Modern","Pliensbachian","Tithonian",192.9,143.1,192.9,145,"Bivalvia_Praesacella",,,,,,
21807,"Mollusca","Bivalvia","Nuculoida","Pronucula","Modern","Chattian","Meghalayan",27.3,0,27.82,0,"Bivalvia_Pronucula",,,,,,
21808,"Mollusca","Bivalvia","Nuculoida","Propeleda","Modern","Langhian","Meghalayan",15.98,0,15.97,0,"Bivalvia_Propeleda","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Propeleda","16109"
21809,"Mollusca","Bivalvia","Nuculoida","Prosoleptus","Modern","Anisian","Carnian",247,227.3,247.2,227,"Bivalvia_Prosoleptus","Mollusca","Bivalvia","Nuculanida","Malletiidae","Prosoleptus","16111"
21810,"Mollusca","Bivalvia","Nuculoida","Pseudoleda","Modern","Pridoli","Pragian",422.7,410.62,423,407.6,"Bivalvia_Pseudoleda",,,,,,
21811,"Mollusca","Bivalvia","Nuculoida","Pseudonucula","Modern","Roadian","Capitanian",274.4,259.857,273.01,259.51,"Bivalvia_Pseudonucula","Mollusca","Bivalvia","Nuculida","Praenuculidae","Pseudonucula","16112"
21812,"Mollusca","Bivalvia","Nuculoida","Pseudonuculana","Modern","Lochkovian","Givetian",419.62,382.31,419.2,382.7,"Bivalvia_Pseudonuculana","Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Pseudonuculana","16113"
21813,"Mollusca","Bivalvia","Nuculoida","Pseudoportlandia","Modern","Lutetian","Messinian",48.07,5.333,47.8,5.333,"Bivalvia_Pseudoportlandia","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Pseudoportlandia","16114"
21814,"Mollusca","Bivalvia","Nuculoida","Pseudotindaria","Modern","Lutetian","Meghalayan",48.07,0,47.8,0,"Bivalvia_Pseudotindaria",,,,,,
21815,"Mollusca","Bivalvia","Nuculoida","Ptychostolis","Modern","Hettangian","Tithonian",201.4,143.1,201.4,145,"Bivalvia_Ptychostolis","Mollusca","Bivalvia","Nuculida","Nuculidae","Ptychostolis","16116"
21816,"Mollusca","Bivalvia","Nuculoida","Qiongzhounia","Modern","Zanclean","Piacenzian",5.333,2.58,5.333,2.58,"Bivalvia_Qiongzhounia","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Qiongzhounia","16117"
21817,"Mollusca","Bivalvia","Nuculoida","Quadratonucula","Modern","Moscovian","Sakmarian",315.2,290.1,315.2,290.1,"Bivalvia_Quadratonucula","Mollusca","Bivalvia","Nuculanida","Malletiidae","Quadratonucula","16118"
21818,"Mollusca","Bivalvia","Nuculoida","Rollieria","Modern","Hettangian","Oxfordian",201.4,154.8,201.4,154.8,"Bivalvia_Rollieria","Mollusca","Bivalvia","Nuculanida","Yoldiidae","Rollieria","16119"
21819,"Mollusca","Bivalvia","Nuculoida","Ryderia","Modern","Hettangian","Pliensbachian",201.4,184.2,201.4,184.2,"Bivalvia_Ryderia","Mollusca","Bivalvia","Nuculanida","Polidevciidae","Ryderia","16120"
21820,"Mollusca","Bivalvia","Nuculoida","Saccella","Modern","Maastrichtian","Meghalayan",72.2,0,72.1,0,"Bivalvia_Saccella","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Saccella","16121"
21821,"Mollusca","Bivalvia","Nuculoida","Sarepta","Modern","Priabonian","Meghalayan",37.71,0,37.71,0,"Bivalvia_Sarepta","Mollusca","Bivalvia","Nuculanida","Sareptidae","Sarepta","16122"
21822,"Mollusca","Bivalvia","Nuculoida","Scaeoleda","Modern","Chattian","Meghalayan",27.3,0,27.82,0,"Bivalvia_Scaeoleda",,,,,,
21823,"Mollusca","Bivalvia","Nuculoida","Scyphoconcha","Modern","Lochkovian","Emsian",419.62,393.47,419.2,393.3,"Bivalvia_Scyphoconcha","Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Scyphoconcha","16124"
21824,"Mollusca","Bivalvia","Nuculoida","Sibiroctenia","Modern","Sandbian","Sandbian",458.2,452.8,458.4,453,"Bivalvia_Sibiroctenia","Mollusca","Bivalvia","Solemyida","Ctenodontidae","Sibiroctenia","16125"
21825,"Mollusca","Bivalvia","Nuculoida","Similoconcha","Modern","Eifelian","Givetian",393.47,382.31,393.3,382.7,"Bivalvia_Similoconcha","Mollusca","Bivalvia","Nuculida","Nuculidae","Similoconcha","16126"
21826,"Mollusca","Bivalvia","Nuculoida","Similodonta","Modern","Darriwilian","Homerian",469.4,426.7,467.3,427.4,"Bivalvia_Similodonta","Mollusca","Bivalvia","Cardiolariatida","Similodontidae","Similodonta","16127"
21827,"Mollusca","Bivalvia","Nuculoida","Sluha","Modern","Sandbian","Hirnantian",458.2,443.1,458.4,443.8,"Bivalvia_Sluha","Mollusca","Bivalvia","Nuculanida","Malletiidae","Sluha","16128"
21828,"Mollusca","Bivalvia","Nuculoida","Spathelopsis","Modern","Serpukhovian","Serpukhovian",330.3,323.4,330.9,323.2,"Bivalvia_Spathelopsis","Mollusca","Bivalvia","Nuculanida","Malletiidae","Spathelopsis","16129"
21829,"Mollusca","Bivalvia","Nuculoida","Spineilo","Modern","Danian","Danian",66,61.66,66,61.6,"Bivalvia_Spineilo","Mollusca","Bivalvia","Nuculanida","Nuculanidae","Spineilo","16130"
21830,"Mollusca","Bivalvia","Nuculoida","Sthenodonta","Modern","Dapingian","Darriwilian",471.3,458.2,470,458.4,"Bivalvia_Sthenodonta","Mollusca","Bivalvia","Nuculida","Nucularcidae","Sthenodonta","16131"
21831,"Mollusca","Bivalvia","Nuculoida","Suria","Modern","Floian","Floian",477.1,471.3,477.7,470,"Bivalvia_Suria","Mollusca","Bivalvia","Nuculanida","Malletiidae","Suria","16132"
21832,"Mollusca","Bivalvia","Nuculoida","Tancrediopsis","Modern","Darriwilian","Givetian",469.4,382.31,467.3,382.7,"Bivalvia_Tancrediopsis","Mollusca","Bivalvia","Solemyida","Ctenodontidae","Tancrediopsis","16133"
21833,"Mollusca","Bivalvia","Nuculoida","Tellinopsis","Modern","Givetian","Givetian",387.95,382.31,387.7,382.7,"Bivalvia_Tellinopsis","Mollusca","Bivalvia","Solemyida","Ctenodontidae","Tellinopsis","16134"
21834,"Mollusca","Bivalvia","Nuculoida","Thestyleda","Modern","Zanclean","Meghalayan",5.333,0,5.333,0,"Bivalvia_Thestyleda",,,,,,
21835,"Mollusca","Bivalvia","Nuculoida","Thoralia","Modern","Floian","Floian",477.1,471.3,477.7,470,"Bivalvia_Thoralia","Mollusca","Bivalvia","NO_ORDER_SPECIFIED","Thoraliidae","Thoralia","16136"
21836,"Mollusca","Bivalvia","Nuculoida","Tindaria","Modern","Thanetian","Meghalayan",59.24,0,59.2,0,"Bivalvia_Tindaria","Mollusca","Bivalvia","Nuculanida","Tindariidae","Tindaria","16137"
