"","orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","taxon_attr","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","type_taxon"
"1","16009","463084","txn","V","genus","Afganodesma","Termier and Termier 1971","misspelling of, nomen nudum","16005","class","Bivalvia","16005","6930","extinct",0,"Mollusca","Bivalvia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Afghanodesma",NA,NA,NA,NA,NA,NA,NA
"2","16044","16044","txn",NA,"genus","Freja","Liljedahl 1984",NA,"16044","genus","Freja","213977","6930","extinct",3,"Mollusca","Bivalvia","Arcida","Frejidae","Freja",430.6,426.7,425,422.7,"Homerian","Ludfordian",NA
"3","16029","16029","txn",NA,"genus","Ctenodonta","Salter 1852",NA,"16029","genus","Ctenodonta","59935","6930","extinct",429,"Mollusca","Bivalvia","Solemyida","Ctenodontidae","Ctenodonta",486.4,477.1,346.7,339.9,NA,NA,"Ctenodonta nasuta"
"4","16074","16074","txn",NA,"genus","Mesoneilo","Vu-khuc 1977",NA,"16074","genus","Mesoneilo","59935","6930","extinct",1,"Mollusca","Bivalvia","Solemyida","Ctenodontidae","Mesoneilo",227.3,205.7,227.3,205.7,"Norian",NA,"Mesoneilo perlonga"
"5","16125","16125","txn",NA,"genus","Sibiroctenia","Krasilova 1976",NA,"16125","genus","Sibiroctenia","59935","86362","extinct",2,"Mollusca","Bivalvia","Solemyida","Ctenodontidae","Sibiroctenia",458,452.8,458,452.8,"Sandbian",NA,NA
"6","16058","16058","txn",NA,"genus","Kufralaria","Termier and Termier 1980",NA,"16058","genus","Kufralaria","59935","86960","extinct",1,"Mollusca","Bivalvia","Solemyida","Ctenodontidae","Kufralaria",393.47,358.86,393.47,358.86,"Eifelian","Famennian","Kufralaria simplex"
"7","16010","106475","txn","V","genus","Aloconcha","Pojeta and Gilbert-Tomlinson 1977","misspelling of","16010","genus","Alococoncha","59935","13093","extinct",3,"Mollusca","Bivalvia","Solemyida","Ctenodontidae","Alococoncha",477.1,468,469.4,458.2,"Floian","Darriwilian",NA
"8","16034","16034","txn",NA,"genus","Ditichia","Sandberger 1891",NA,"16034","genus","Ditichia","59935","6930","extinct",0,"Mollusca","Bivalvia","Solemyida","Ctenodontidae","Ditichia",NA,NA,NA,NA,NA,NA,"Ditichia persulcata"
"9","16095","16095","txn",NA,"genus","Paleostraba","Liljedahl 1984",NA,"16095","genus","Paleostraba","16006","6930","extinct",0,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Paleostraba",NA,NA,NA,NA,NA,NA,NA
"10","16102","16102","txn",NA,"genus","Phestioides","Pojeta et al. 1986",NA,"16102","genus","Phestioides","16006","18992","extinct",0,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Phestioides",NA,NA,NA,NA,NA,NA,NA
"11","16041","16041","txn",NA,"genus","Eritropsis","Pojeta and Gilbert-Tomlinson 1977",NA,"16041","genus","Eritropsis","16006","13093","extinct",0,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Eritropsis",NA,NA,NA,NA,NA,NA,NA
"12","16124","16124","txn",NA,"genus","Scyphoconcha","Liu and Gu 1988",NA,"16124","genus","Scyphoconcha","16006","47190","extinct",0,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Scyphoconcha",NA,NA,NA,NA,NA,NA,NA
"13","16073","16073","txn",NA,"genus","Menneroctenia",NA,NA,"16073","genus","Menneroctenia","16006","6930","extinct",1,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Menneroctenia",61.66,56,61.66,56,"Selandian","Thanetian",NA
"14","16063","16063","txn",NA,"genus","Leiodysodonta",NA,NA,"16063","genus","Leiodysodonta","16006","6930","extinct",6,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Leiodysodonta",419.62,413.02,419.62,413.02,"Lochkovian",NA,NA
"15","16066","16066","txn",NA,"genus","Lepteviella",NA,NA,"16066","genus","Lepteviella","16006","6930","extinct",0,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Lepteviella",NA,NA,NA,NA,NA,NA,NA
"16","16106","16106","txn",NA,"genus","Praenucula","Pfab 1934",NA,"16106","genus","Praenucula","61902","6930","extinct",93,"Mollusca","Bivalvia","Nuculida","Praenuculidae","Praenucula",477.1,473.8,422.7,421.3,"Floian","Pridoli",NA
"17","16097","16097","txn",NA,"genus","Paulinea","Cope 1996",NA,"16097","genus","Paulinea","61902","13728","extinct",1,"Mollusca","Bivalvia","Nuculida","Praenuculidae","Paulinea",477.1,473.8,477.1,473.8,"Floian",NA,"Paulinea parva"
"18","16015","16015","txn",NA,"genus","Bicrenucula","Zhang 1984",NA,"16015","genus","Bicrenucula","61902","6930","extinct",1,"Mollusca","Bivalvia","Nuculida","Praenuculidae","Bicrenucula",443.1,432.9,443.1,432.9,"Rhuddanian","Telychian",NA
"19","16062","16062","txn",NA,"genus","Ledopsis","Beushausen 1884",NA,"16062","genus","Ledopsis","61902","6930","extinct",3,"Mollusca","Bivalvia","Nuculida","Praenuculidae","Ledopsis",425,422.7,399.5,393.47,"Ludfordian","Emsian",NA
"20","16026","16026","txn",NA,"genus","Concavodonta","Babin 1972",NA,"16026","genus","Concavodonta","170708","6930","extinct",9,"Mollusca","Bivalvia","Nuculida","Praenuculidae","Concavodonta",469.4,463.3,445.2,443.1,"Darriwilian","Hirnantian",NA
"21","16099","16099","txn",NA,"genus","Pensarnia","Cope 1996",NA,"16099","genus","Pensarnia","61902","13728","extinct",1,"Mollusca","Bivalvia","Nuculida","Praenuculidae","Pensarnia",477.1,473.8,477.1,473.8,"Floian",NA,"Pensarnia laeviformis"
"22","16027","16027","txn",NA,"genus","Costaledopsis","Sanchez 1990",NA,"16027","genus","Costaledopsis","61902","667","extinct",1,"Mollusca","Bivalvia","Nuculida","Praenuculidae","Costaledopsis",445.2,443.1,445.2,443.1,"Hirnantian",NA,NA
"23","16086","16086","txn",NA,"genus","Nuculodonta","Liljedahl 1983",NA,"16086","genus","Nuculodonta","61902","13741","extinct",5,"Mollusca","Bivalvia","Nuculida","Praenuculidae","Nuculodonta",438.6,432.9,410.62,393.47,"Telychian","Emsian",NA
"24","16112","16112","txn",NA,"genus","Pseudonucula","Dickins 1989",NA,"16112","genus","Pseudonucula","61902","29742","extinct",2,"Mollusca","Bivalvia","Nuculida","Praenuculidae","Pseudonucula",259.51,254.14,259.51,254.14,"Wuchiapingian",NA,"Pseudonucula bradshawensis"
"25","16043","16043","txn",NA,"genus","Fidera","Pojeta and Gilbert-Tomlinson 1977",NA,"16043","genus","Fidera","61902","13093","extinct",3,"Mollusca","Bivalvia","Nuculida","Praenuculidae","Fidera",452.3,449,452.3,449,"Katian",NA,"Fidera maryae"
"26","16018","16018","txn",NA,"genus","Brevinucula","Thiele 1934",NA,"16018","genus","Brevinucula","61454","6930","extant",5,"Mollusca","Bivalvia","Nuculida","Nuculidae","Brevinucula",33.9,27.3,33.9,27.3,"Rupelian",NA,NA
"27","16126","16126","txn",NA,"genus","Similoconcha","Zhang 1977",NA,"16126","genus","Similoconcha","61454","6930","extinct",1,"Mollusca","Bivalvia","Nuculida","Nuculidae","Similoconcha",387.95,382.31,387.95,382.31,"Givetian",NA,"Similoconcha symmetrica"
"28","16094","16094","txn",NA,"genus","Palaeonucula","(Quenstedt 1930)",NA,"16094","genus","Palaeonucula","61454","19109","extinct",634,"Mollusca","Bivalvia","Nuculida","Nuculidae","Palaeonucula",335.4,323.4,121.4,100.5,"Visean","Albian",NA
"29","16089","16089","txn",NA,"genus","Nuculopsis","(Girty 1912)",NA,"16089","genus","Nuculopsis","61454","15945","extinct",407,"Mollusca","Bivalvia","Nuculida","Nuculidae","Nuculopsis",410.62,393.47,72.2,66,"Emsian","Maastrichtian",NA
"30","16064","16064","txn",NA,"genus","Leionucula","(Quenstedt 1930)",NA,"16064","genus","Leionucula","61454","6930","extant",254,"Mollusca","Bivalvia","Nuculida","Nuculidae","Leionucula",149.2,143.1,1.8,0.774,"Tithonian","Calabrian",NA
"31","16068","108511","txn",NA,"genus","Lissanucula","(Woodring 1973)","subjective synonym of","16064","genus","Leionucula","61454","6930","extant",254,"Mollusca","Bivalvia","Nuculida","Nuculidae","Leionucula",149.2,143.1,1.8,0.774,"Tithonian","Calabrian",NA
"32","16098","16098","txn",NA,"genus","Pectinucula","(Quenstdet 1930)",NA,"16098","genus","Pectinucula","61454","6930","extinct",3,"Mollusca","Bivalvia","Nuculida","Nuculidae","Pectinucula",125.77,113.2,11.63,5.333,"Barremian","Messinian",NA
"33","16040","16040","txn",NA,"genus","Ennucula","(Iredale 1931)",NA,"16040","genus","Ennucula","61454","6930","extant",86,"Mollusca","Bivalvia","Nuculida","Nuculidae","Ennucula",237,227.3,0.0117,0,"Carnian","Holocene",NA
"34","16081","16081","txn",NA,"genus","Notonucula","Bradshaw and McCartan 1991",NA,"16081","genus","Notonucula","61454","9604","extinct",11,"Mollusca","Bivalvia","Nuculida","Nuculidae","Notonucula",419.62,393.47,410.62,393.47,"Lochkovian","Emsian","Notonucula cuspidis"
"35","16084","16084","txn",NA,"genus","Nuculavus","Tschernyschev 1943",NA,"16084","genus","Nuculavus","61454","6930","extinct",104,"Mollusca","Bivalvia","Nuculida","Nuculidae","Nuculavus",330.3,323.4,254.14,251.902,"Serpukhovian","Changhsingian",NA
"36","16036","16036","txn",NA,"genus","Economolopsis","Hoare et al. 1989",NA,"16036","genus","Economolopsis","61454","19978","extinct",35,"Mollusca","Bivalvia","Nuculida","Nuculidae","Economolopsis",330.3,323.4,303.7,298.9,"Serpukhovian","Gzhelian","Economolopsis gordoni"
"37","16007","16007","txn",NA,"genus","Acila","(Adams and Adams 1858)",NA,"16007","genus","Acila","61454","6930","extant",636,"Mollusca","Bivalvia","Nuculida","Nuculidae","Acila",121.4,113.2,0.129,0.0117,"Aptian","Late Pleistocene",NA
"38","16088","16088","txn",NA,"genus","Nuculoma","(Cossmann 1907)",NA,"16088","genus","Nuculoma","61454","6930","extinct",159,"Mollusca","Bivalvia","Nuculida","Nuculidae","Nuculoma",243.33,241.464,15.98,5.333,"Anisian","Messinian",NA
"39","16082","16082","txn",NA,"genus","Nucula","(Lamarck 1799)",NA,"16082","genus","Nucula","61454","6930","extant",2004,"Mollusca","Bivalvia","Nuculida","Nuculidae","Nucula",477.1,468,0.0117,0,"Floian","Holocene",NA
"40","16056","16056","txn",NA,"genus","Kasachia","Bazhenova 1971",NA,"16056","genus","Kasachia","16006","6930","extinct",0,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Kasachia",NA,NA,NA,NA,NA,NA,NA
"41","16079","16079","txn",NA,"genus","Neiloides",NA,NA,"16079","genus","Neiloides","16006","6930","extinct",6,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Neiloides",72.2,66,72.2,66,"Maastrichtian",NA,NA
"42","16024","16024","txn",NA,"genus","Cnestriella",NA,NA,"16024","genus","Cnestriella","16006","6930","extinct",10,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Cnestriella",72.2,66,72.2,66,"Maastrichtian",NA,NA
"43","16023","16023","txn",NA,"genus","Clinopista","Meek and Worthen 1870",NA,"16023","genus","Clinopista","16006","21691","extinct",0,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Clinopista",NA,NA,NA,NA,NA,NA,NA
"44","16113","16113","txn",NA,"genus","Pseudonuculana","Pojeta et al. 1986",NA,"16113","genus","Pseudonuculana","16006","18992","extinct",2,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Pseudonuculana",410.62,399.5,393.47,387.95,"Emsian","Eifelian",NA
"45","16050","16050","txn",NA,"genus","Iheringinucula",NA,NA,"16050","genus","Iheringinucula","16006","6930","extinct",5,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Iheringinucula",27.3,15.98,20.45,15.98,"Chattian","Burdigalian",NA
"46","16035","16035","txn",NA,"genus","Dysondonta","Mansuy 1913",NA,"16035","genus","Dysondonta","16006","7411","extinct",0,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Dysondonta",NA,NA,NA,NA,NA,NA,NA
"47","16011","16011","txn",NA,"genus","Antactinodion","Guo 1980",NA,"16011","genus","Antactinodion","382032","6930","extinct",1,"Mollusca","Bivalvia","Protobranchia","Antactinodiontidae","Antactinodion",410.62,393.47,410.62,393.47,"Emsian",NA,"Antactinodion biradiatum"
"48","16032","16032","txn",NA,"genus","Deceptrix","Fuchs 1919",NA,"16032","genus","Deceptrix","213987","25223","extinct",89,"Mollusca","Bivalvia","Cardiolariatida","Cardiolariidae","Deceptrix",486.85,484.3,410.62,393.47,"Tremadocian","Emsian",NA
"49","16051","16051","txn",NA,"genus","Inaequidens","Pojeta and Gilbert-Tomlinson 1977",NA,"16051","genus","Inaequidens","213987","13093","extinct",4,"Mollusca","Bivalvia","Cardiolariatida","Cardiolariidae","Inaequidens",469.4,458.2,452.3,449,"Darriwilian","Katian","Inaequidens davisi"
"50","16022","16022","txn",NA,"genus","Cardiolaria","Munier-Chalmas 1876",NA,"16022","genus","Cardiolaria","213987","6930","extinct",16,"Mollusca","Bivalvia","Cardiolariatida","Cardiolariidae","Cardiolaria",469.4,461,458.2,449.5,"Darriwilian","Katian",NA
"51","16092","16092","txn",NA,"genus","Palaeoconcha","Miller 1889",NA,"16092","genus","Palaeoconcha","205329","6930","extinct",12,"Mollusca","Bivalvia","Cardiolariatida","Similodontidae","Palaeoconcha",471.3,458.2,443.1,432.9,"Dapingian","Telychian",NA
"52","16127","16127","txn",NA,"genus","Similodonta","Soot-Ryen 1964",NA,"16127","genus","Similodonta","205329","6930","extinct",56,"Mollusca","Bivalvia","Cardiolariatida","Similodontidae","Similodonta",471.3,469.4,426.7,422.7,"Dapingian","Ludfordian","Similodonta similis"
"53","16037","16037","txn",NA,"genus","Ekaterodonta","Babin 1982",NA,"16037","genus","Ekaterodonta","206523","15486","extinct",10,"Mollusca","Bivalvia","Cardiolariatida","Tironuculidae","Ekaterodonta",477.1,471.3,468,461,"Floian","Darriwilian",NA
"54","16085","16085","txn",NA,"genus","Nuculites","Conrad 1841",NA,"16085","genus","Nuculites","206528","15818","extinct",496,"Mollusca","Bivalvia","Nuculanida","Cucullellidae","Nuculites",486.4,477.1,254.14,251.902,NA,NA,"Nuculites oblongatus"
"55","16115","16115","txn",NA,"genus","Pseudotindaria","Sanders and Allen 1977","subjective synonym of","83554","genus","Austrotindaria","86077","6930","extant",197,"Mollusca","Bivalvia","Nuculanida","Tindariidae","Austrotindaria",254.14,250.5,13.05,11.04,"Changhsingian","Tortonian",NA
"56","16080","89906","txn",NA,"genus","Neilonella","(Dall 1881)",NA,"16080","genus","Neilonella","86077","6930","extant",36,"Mollusca","Bivalvia","Nuculanida","Tindariidae","Neilonella",72.2,66,5.333,2.58,"Maastrichtian","Piacenzian",NA
"57","16101","16101","txn",NA,"genus","Phestia","Chernyshev 1951",NA,"16101","genus","Phestia","147369","6930","extinct",319,"Mollusca","Bivalvia","Nuculanida","Polidevciidae","Phestia",469.4,452.8,254.14,251.902,"Darriwilian","Changhsingian",NA
"58","16120","16120","txn",NA,"genus","Ryderia","(Wilton 1930)",NA,"16120","genus","Ryderia","243982","6930","extinct",48,"Mollusca","Bivalvia","Nuculanida","Polidevciidae","Ryderia",205.7,201.4,174.7,161.5,"Rhaetian","Callovian","Leda renevieri"
"59","16030","16030","txn",NA,"genus","Ctenodontella","Khalfin 1940",NA,"16030","genus","Ctenodontella","61035","92807","extinct",3,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Ctenodontella",426.7,422.7,410.62,393.47,"Gorstian","Emsian","Ctenodontella macrodiformis"
"60","16128","16128","txn",NA,"genus","Sluha","Barrande 1881",NA,"16128","genus","Sluha","61035","13319","extinct",29,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Sluha",477.1,473.8,438.6,432.9,"Floian","Telychian","Sluha expansus"
"61","16012","16012","txn",NA,"genus","Arisaigia","McLearn 1918",NA,"16012","genus","Arisaigia","61035","6930","extinct",5,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Arisaigia",449.6,445.5,419.62,413.02,"Katian","Lochkovian",NA
"62","16016","16016","txn",NA,"genus","Bicrenula","Williams and Breger 1916",NA,"16016","genus","Bicrenula","61035","6930","extinct",15,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Bicrenula",382.31,372.15,382.31,372.15,"Frasnian",NA,"Bicrenula bisulcata"
"63","16077","16077","txn",NA,"genus","Myoplusia","Neumayr 1884",NA,"16077","genus","Myoplusia","61035","6930","extinct",23,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Myoplusia",477.1,471.3,432.9,422.7,"Floian","Ludfordian",NA
"64","16057","16057","txn",NA,"genus","Koenenia","Beushausen 1884",NA,"16057","genus","Koenenia","61035","15751","extinct",5,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Koenenia",387.95,382.31,387.95,382.31,"Givetian",NA,NA
"65","16013","16013","txn",NA,"genus","Australoneilo","(Zinsmeister 1984)",NA,"16013","genus","Australoneilo","61035","6930","extinct",65,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Australoneilo",72.2,66,41.03,33.9,"Maastrichtian","Priabonian","Australoneilo rossi"
"66","16078","16078","txn",NA,"genus","Neilo","Adams 1854",NA,"16078","genus","Neilo","61035","6930","extant",51,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Neilo",83.6,72.2,13.05,0.0117,"Campanian","Late Pleistocene",NA
"67","16111","16111","txn",NA,"genus","Prosoleptus","(Beushausen 1895)",NA,"16111","genus","Prosoleptus","61035","6930","extinct",24,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Prosoleptus",335.9,330.3,233.6,227.3,"Visean","Carnian",NA
"68","16053","16053","txn",NA,"genus","Johnmartinia","Pojeta and Gilbert-Tomlinson 1977",NA,"16053","genus","Johnmartinia","61035","13093","extinct",7,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Johnmartinia",477.1,468,469.4,458.2,"Floian","Darriwilian","Johnmartinia cordata"
"69","16020","16020","txn",NA,"genus","Caesariella","Liljedahl 1984",NA,"16020","genus","Caesariella","61035","28624","extinct",5,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Caesariella",430.6,426.7,425,422.7,"Homerian","Ludfordian",NA
"70","16076","112822","txn",NA,"genus","Metapalaeoneilo","(Lamcke 1934)",NA,"16076","genus","Metapalaeoneilo","61035","6930","extinct",1,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Metapalaeoneilo",445.2,443.1,445.2,443.1,"Hirnantian",NA,NA
"71","16093","16093","txn",NA,"genus","Palaeoneilo","(Hall and Whitfield 1869)",NA,"16093","genus","Palaeoneilo","61035","23530","extinct",1301,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Palaeoneilo",486.4,477.1,141,139.1,NA,NA,NA
"72","16107","16107","txn",NA,"genus","Praesacella",NA,"subjective synonym of","16093","genus","Palaeoneilo","61035","6930","extinct",1301,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Palaeoneilo",486.4,477.1,141,139.1,NA,NA,NA
"73","16100","16100","txn",NA,"genus","Phaenodesmia","Bittner 1895",NA,"16100","genus","Phaenodesmia","61035","69328","extinct",23,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Phaenodesmia",244.24,243.33,83.6,72.2,"Anisian","Campanian","Phaenodesmia klipsteiniana"
"74","16038","16038","txn",NA,"genus","Ekstadia","Soot-Ryen 1964",NA,"16038","genus","Ekstadia","61035","6930","extinct",3,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Ekstadia",430.6,426.7,426.7,422.7,"Homerian","Ludfordian",NA
"75","16019","16019","txn",NA,"genus","Cadomia","Goarant de Tromelin 1877",NA,"16019","genus","Cadomia","61035","6930","extinct",3,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Cadomia",468,461,461,458.2,"Darriwilian",NA,NA
"76","16118","16118","txn",NA,"genus","Quadratonucula","Dickins 1963",NA,"16118","genus","Quadratonucula","61035","15626","extinct",12,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Quadratonucula",323.4,307,264.28,259.51,"Bashkirian","Capitanian","Quadratonucula australiensis"
"77","16129","16129","txn",NA,"genus","Spathelopsis","Hoare et al. 1989",NA,"16129","genus","Spathelopsis","61035","19978","extinct",2,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Spathelopsis",330.3,323.4,330.3,323.4,"Serpukhovian",NA,NA
"78","16071","16071","txn",NA,"genus","Malletia","des Moulins 1832",NA,"16071","genus","Malletia","61035","6930","extant",223,"Mollusca","Bivalvia","Nuculanida","Malletiidae","Malletia",254.14,251.902,0.0117,0,"Changhsingian","Holocene",NA
"79","16075","16075","txn",NA,"genus","Mesosaccella","Chavan 1946",NA,"16075","genus","Mesosaccella","61453","6930","extinct",230,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Mesosaccella",227.3,205.7,56,48.07,"Norian","Ypresian",NA
"80","93692","16031","txn","V","genus","Dacryomya","Agassiz 1840","misspelling of","93692","genus","Dacromya","61453","19806","extinct",64,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Dacromya",254.14,251.902,143.1,137.05,"Changhsingian","Berriasian",NA
"81","16021","16021","txn",NA,"genus","Calorhadia","Stewart 1930",NA,"16021","genus","Calorhadia","61453","72907","extinct",223,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Calorhadia",66,61.66,11.63,5.333,"Danian","Messinian","Calorhadia (Calorhadia) pharcida"
"82","16104","16104","txn",NA,"genus","Poroleda","(Hutton 1893)",NA,"16104","genus","Poroleda","61453","6930","extant",6,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Poroleda",41.03,37.71,20.45,15.98,"Bartonian","Burdigalian",NA
"83","16121","16121","txn",NA,"genus","Saccella","(Woodring 1925)",NA,"16121","genus","Saccella","61453","6930","extant",742,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Saccella",83.6,72.2,0.0117,0,"Campanian","Holocene",NA
"84","16091","16091","txn",NA,"genus","Orthoyoldia","(Verrill 1897)",NA,"16091","genus","Orthoyoldia","61453","6930","extant",98,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Orthoyoldia",66,61.66,2.58,0.0117,"Danian","Late Pleistocene",NA
"85","16130","16130","txn",NA,"genus","Spineilo","Finlay and Marwick 1937",NA,"16130","genus","Spineilo","61453","6930","extinct",54,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Spineilo",66,61.66,11.63,5.333,"Danian","Messinian",NA
"86","16028","16028","txn",NA,"genus","Costatoleda",NA,NA,"16028","genus","Costatoleda","61453","6930","extant",0,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Costatoleda",NA,NA,NA,NA,NA,NA,NA
"87","16042","16042","txn",NA,"genus","Ezonuculana","Nagao 1938",NA,"16042","genus","Ezonuculana","61453","6930","extinct",38,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Ezonuculana",125.77,121.4,61.66,56,"Barremian","Thanetian",NA
"88","16083","16083","txn",NA,"genus","Nuculana","Link 1807",NA,"16083","genus","Nuculana","61453","6930","extant",2249,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Nuculana",477.1,468,0.0117,0,"Floian","Holocene","Nuculana rostrata"
"89","16054","16054","txn",NA,"genus","Jupiteria","(Bellardi 1875)",NA,"16054","genus","Jupiteria","86017","6930","extant",144,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Jupiteria",248.1,246.7,0.774,0.0117,"Olenekian","Late Pleistocene","Jupiteria concava"
"90","16114","16114","txn",NA,"genus","Pseudoportlandia","(Woodring 1925)",NA,"16114","genus","Pseudoportlandia","86017","6930","extant",9,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Pseudoportlandia",42.6,39.1,3.6,2.58,"Lutetian","Piacenzian",NA
"91","16061","16061","txn",NA,"genus","Ledina","(Dall 1898)",NA,"16061","genus","Ledina","86017","6930","extinct",64,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Ledina",72.2,66,13.82,11.63,"Maastrichtian","Serravallian",NA
"92","16008","16008","txn",NA,"genus","Adrana","(Adams and Adams 1858)",NA,"16008","genus","Adrana","86017","6930","extant",57,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Adrana",61.66,56,0.0117,0,"Selandian","Holocene","Adrana lanceolata"
"93","16060","16060","txn",NA,"genus","Ledella","Verrill and Bush 1897",NA,"16060","genus","Ledella","61453","6930","extant",7,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Ledella",37.71,33.9,13.05,11.04,"Priabonian","Tortonian",NA
"94","16109","16109","txn",NA,"genus","Propeleda","(Iredale 1924)",NA,"16109","genus","Propeleda","61453","6930","extant",10,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Propeleda",37.71,33.9,3.6,2.58,"Priabonian","Piacenzian",NA
"95","60920","16069","txn","V","genus","Lithorhadia","Stewart 1930","misspelling of","60920","genus","Litorhadia","61453","72907","extant",148,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Litorhadia",113.2,100.5,15.98,13.82,"Albian","Langhian",NA
"96","16049","16049","txn",NA,"genus","Hilgardia","(Harris 1946)",NA,"16049","genus","Hilgardia","61453","6930","extinct",48,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Hilgardia",66,56,37.71,33.9,"Danian","Priabonian",NA
"97","16052","16052","txn",NA,"genus","Indoculana",NA,NA,"16052","genus","Indoculana","61453","6930","extinct",0,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Indoculana",NA,NA,NA,NA,NA,NA,NA
"98","16039","16039","txn",NA,"genus","Eleganuculana","Chen and Yang 1983",NA,"16039","genus","Eleganuculana","61453","6930","extinct",1,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Eleganuculana",227.3,205.7,227.3,205.7,"Norian",NA,"Eleganuculana nyeruensis"
"99","16117","16117","txn",NA,"genus","Qiongzhounia","Lan 1983",NA,"16117","genus","Qiongzhounia","61453","48120","extinct",1,"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Qiongzhounia",5.333,2.58,5.333,2.58,"Zanclean","Piacenzian","Qiongzhounia yongguinia"
"100","16072","16072","txn",NA,"genus","Megayoldia","(Verrill and Bush 1897)",NA,"16072","genus","Megayoldia","203150","6930","extant",100,"Mollusca","Bivalvia","Nuculanida","Sareptidae","Megayoldia",72.2,66,3.6,2.58,"Maastrichtian","Piacenzian",NA
"101","16096","16096","txn",NA,"genus","Paleyoldia","Lintz 1958",NA,"16096","genus","Paleyoldia","203150","31372","extinct",101,"Mollusca","Bivalvia","Nuculanida","Sareptidae","Paleyoldia",410.62,393.47,259.51,254.14,"Emsian","Wuchiapingian",NA
"102","16105","16105","txn",NA,"genus","Portlandia","(Mörch 1857)",NA,"16105","genus","Portlandia","203150","6930","extant",176,"Mollusca","Bivalvia","Nuculanida","Sareptidae","Portlandia",125.77,121.4,0.0117,0,"Barremian","Holocene","Bathyarca glacialis"
"103","16122","16122","txn",NA,"genus","Sarepta","Adams 1860",NA,"16122","genus","Sarepta","89385","6930","extant",17,"Mollusca","Bivalvia","Nuculanida","Sareptidae","Sarepta",254.14,251.902,18.7,15.9,"Changhsingian","Langhian","Sarepta speciosa"
