"","orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","taxon_attr","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","type_taxon"
"22527","24135","24135","txn",NA,"genus","Haplocytheridea",NA,NA,"24135","genus","Haplocytheridea","494537","6930","extant",94,"Arthropoda","Ostracoda","Podocopida","Cytherideidae","Haplocytheridea",132.6,125.77,2.58,0.774,"Hauterivian","Calabrian",NA
"22528","24103","24103","txn",NA,"genus","Galliaecytheridea",NA,NA,"24103","genus","Galliaecytheridea","82087","6930","extinct",2,"Arthropoda","Ostracoda","Podocopida","Cytherideidae","Galliaecytheridea",157.9,154.8,157.9,154.8,NA,NA,NA
"22529","24064","24064","txn",NA,"genus","Elofsonia",NA,NA,"24064","genus","Elofsonia","82109","6930","extant",8,"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Elofsonia",13.82,11.63,13.82,11.63,"Serravallian",NA,NA
"22530","24143","24143","txn",NA,"genus","Heinia",NA,NA,"24143","genus","Heinia","82109","6930","extant",2,"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Heinia",66,61.66,2.58,0.774,"Danian","Calabrian",NA
"22531","24029","24029","txn",NA,"genus","Cytheromorpha","Hirschmann 1909",NA,"24029","genus","Cytheromorpha","82109","6930","extant",41,"Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Cytheromorpha",66,61.66,0.0117,0,"Danian","Holocene",NA
"22532","24099","24099","txn",NA,"genus","Frambocythere",NA,NA,"24099","genus","Frambocythere","98339","6930","extinct",3,"Arthropoda","Ostracoda","Podocopida","Limnocytheridae","Frambocythere",72.2,61.66,59.24,56,"Maastrichtian","Thanetian",NA
"22533","24114","24114","txn",NA,"genus","Glorianella","Schneider 1956",NA,"24114","genus","Glorianella","98335","42640","extinct",1,"Arthropoda","Ostracoda","Podocopida","Limnocytheridae","Glorianella",241.464,239.48,241.464,239.48,"Ladinian",NA,"Glorianella efforta"
"22534","24096","24096","txn",NA,"genus","Flexus",NA,NA,"24096","genus","Flexus","425683","6930","extant",8,"Arthropoda","Ostracoda","Podocopida","Cytherettidae","Flexus",33.9,27.3,11.63,7.246,"Rupelian","Tortonian",NA
"22535","24142","24142","txn",NA,"genus","Hechticythere",NA,NA,"24142","genus","Hechticythere","425682","6930","extinct",7,"Arthropoda","Ostracoda","Podocopida","Cytherettidae","Hechticythere",132.6,125.77,125.77,121.4,"Hauterivian","Barremian",NA
"22536","24053","24053","txn",NA,"genus","Dutoitella",NA,NA,"24053","genus","Dutoitella","82093","6930","extant",5,"Arthropoda","Ostracoda","Podocopida","Trachyleberididae","Dutoitella",37.71,33.9,15.98,11.63,"Priabonian","Serravallian",NA
"22537","24054","24054","txn",NA,"genus","Echinocythereis","Puri 1953",NA,"24054","genus","Echinocythereis","82093","6930","extant",14,"Arthropoda","Ostracoda","Podocopida","Trachyleberididae","Echinocythereis",56,48.07,1.8,0.774,"Ypresian","Calabrian",NA
"22538","24113","24113","txn",NA,"genus","Glenocythere","Al-Abdul-Razzaq 1979",NA,"24113","genus","Glenocythere","82094","49486","extinct",3,"Arthropoda","Ostracoda","Podocopida","Trachyleberididae","Glenocythere",100.5,93.9,100.5,93.9,"Cenomanian",NA,NA
"22539","24093","24093","txn",NA,"genus","Fissocythere",NA,NA,"24093","genus","Fissocythere","82094","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","Trachyleberididae","Fissocythere",NA,NA,NA,NA,NA,NA,NA
"22540","24140","24140","txn",NA,"genus","Hazelina","Moos 1966",NA,"24140","genus","Hazelina","82095","6930","extinct",6,"Arthropoda","Ostracoda","Podocopida","Trachyleberididae","Hazelina",66,56,48.07,37.71,"Danian","Bartonian",NA
"22541","24125","24125","txn",NA,"genus","Gruendelicythere",NA,NA,"24125","genus","Gruendelicythere","379140","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","Cytheruridae","Gruendelicythere",NA,NA,NA,NA,NA,NA,NA
"22542","24080","24080","txn",NA,"genus","Eucytherura",NA,NA,"24080","genus","Eucytherura","379140","6930","extant",83,"Arthropoda","Ostracoda","Podocopida","Cytheruridae","Eucytherura",237,233.6,2.58,0.774,"Carnian","Calabrian",NA
"22543","24031","24031","txn",NA,"genus","Cytheropteron","Sars 1866",NA,"24031","genus","Cytheropteron","379140","6930","extant",284,"Arthropoda","Ostracoda","Podocopida","Cytheruridae","Cytheropteron",248.1,246.7,0.0117,0,"Olenekian","Holocene","Cytheropteron latissima"
"22544","24030","24030","txn",NA,"genus","Cytheropterina",NA,"subjective synonym of","24362","genus","Orthonotacythere","162995","6930","extinct",67,"Arthropoda","Ostracoda","Podocopida","Cytheruridae","Orthonotacythere",184.2,174.7,66,56,"Toarcian","Thanetian",NA
"22545","24032","24032","txn",NA,"genus","Cytherura",NA,NA,"24032","genus","Cytherura","162995","6930","extant",41,"Arthropoda","Ostracoda","Podocopida","Cytheruridae","Cytherura",157.9,154.8,1.8,0.774,NA,NA,NA
"22546","24038","24038","txn",NA,"genus","Dettermania","Sohn 1987","subjective synonym of","24289","genus","Mockella","162995","52904","extinct",5,"Arthropoda","Ostracoda","Podocopida","Cytheruridae","Mockella",251.902,250.5,237,227.3,"Induan","Carnian",NA
"22547","24070","24070","txn",NA,"genus","Eocytheropteron","(Alexander 1933)",NA,"24070","genus","Eocytheropteron","162996","64517","extant",51,"Arthropoda","Ostracoda","Podocopida","Cytheruridae","Eocytheropteron",168.6,168.2,11.63,5.333,"Bajocian","Messinian",NA
"22548","24109","24109","txn",NA,"genus","Gesoriacula",NA,NA,"24109","genus","Gesoriacula","82106","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","Cytheridae","Gesoriacula",NA,NA,NA,NA,NA,NA,NA
"22549","24046","24046","txn",NA,"genus","Dolocythere",NA,NA,"24046","genus","Dolocythere","82107","6930","extinct",6,"Arthropoda","Ostracoda","Podocopida","Cytheridae","Dolocythere",125.77,121.4,72.2,66,"Barremian","Maastrichtian",NA
"22550","24107","24107","txn",NA,"genus","Gemmanella","Schneider 1956",NA,"24107","genus","Gemmanella","82106","42640","extinct",1,"Arthropoda","Ostracoda","Podocopida","Cytheridae","Gemmanella",241.464,239.48,241.464,239.48,"Ladinian",NA,"Gemmanella schweyeri"
"22551","24126","24126","txn",NA,"genus","Gubkiniella",NA,NA,"24126","genus","Gubkiniella","425697","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","Cytheridae","Gubkiniella",NA,NA,NA,NA,NA,NA,NA
"22552","24037","24037","txn",NA,"genus","Dentokrithe","Khosla and Haskins 1980",NA,"24037","genus","Dentokrithe","23837","6930","extinct",4,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Dentokrithe",56,48.07,48.07,41.03,"Ypresian","Lutetian",NA
"22553","24086","24086","txn",NA,"genus","Fabanella",NA,NA,"24086","genus","Fabanella","23837","6930","extinct",15,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Fabanella",168.2,165.3,125.77,113.2,"Bathonian","Aptian",NA
"22554","24112","24112","txn",NA,"genus","Glabellacythere",NA,NA,"24112","genus","Glabellacythere","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Glabellacythere",NA,NA,NA,NA,NA,NA,NA
"22555","24129","24129","txn",NA,"genus","Gyrocythere",NA,NA,"24129","genus","Gyrocythere","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Gyrocythere",NA,NA,NA,NA,NA,NA,NA
"22556","24061","24061","txn",NA,"genus","Ellesmerina",NA,NA,"24061","genus","Ellesmerina","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Ellesmerina",NA,NA,NA,NA,NA,NA,NA
"22557","24042","24042","txn",NA,"genus","Diebelina",NA,NA,"24042","genus","Diebelina","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Diebelina",NA,NA,NA,NA,NA,NA,NA
"22558","24071","24071","txn",NA,"genus","Eopaijenborchella",NA,NA,"24071","genus","Eopaijenborchella","23837","6930","extant",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Eopaijenborchella",NA,NA,NA,NA,NA,NA,NA
"22559","24083","24083","txn",NA,"genus","Euthlipsurella",NA,NA,"24083","genus","Euthlipsurella","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Euthlipsurella",NA,NA,NA,NA,NA,NA,NA
"22560","24051","24051","txn",NA,"genus","Dornbuschia",NA,NA,"24051","genus","Dornbuschia","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Dornbuschia",NA,NA,NA,NA,NA,NA,NA
"22561","24118","24118","txn",NA,"genus","Golcocythere",NA,NA,"24118","genus","Golcocythere","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Golcocythere",NA,NA,NA,NA,NA,NA,NA
"22562","24048","24048","txn",NA,"genus","Donmacythere",NA,NA,"24048","genus","Donmacythere","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Donmacythere",NA,NA,NA,NA,NA,NA,NA
"22563","24117","24117","txn",NA,"genus","Glyptolichvinella",NA,NA,"24117","genus","Glyptolichvinella","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Glyptolichvinella",NA,NA,NA,NA,NA,NA,NA
"22564","24101","24101","txn",NA,"genus","Fueloepicythere",NA,NA,"24101","genus","Fueloepicythere","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Fueloepicythere",NA,NA,NA,NA,NA,NA,NA
"22565","24141","24141","txn",NA,"genus","Healdiacypris",NA,NA,"24141","genus","Healdiacypris","23837","6930","extinct",4,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Healdiacypris",375.2,372.15,254.14,251.902,"Frasnian","Changhsingian",NA
"22566","24033","24033","txn",NA,"genus","Dahomeya",NA,NA,"24033","genus","Dahomeya","23837","6930","extinct",7,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Dahomeya",59.24,56,48.07,37.71,"Thanetian","Bartonian",NA
"22567","24069","24069","txn",NA,"genus","Eocytheridea",NA,NA,"24069","genus","Eocytheridea","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Eocytheridea",NA,NA,NA,NA,NA,NA,NA
"22568","24120","24120","txn",NA,"genus","Gramannicythere",NA,NA,"24120","genus","Gramannicythere","162923","6930","extinct",18,"Arthropoda","Ostracoda","Podocopida","Progonocytheridae","Gramannicythere",192.9,184.2,182.9,174.7,"Pliensbachian","Toarcian",NA
"22569","24082","24082","txn",NA,"genus","Euryitycythere",NA,NA,"24082","genus","Euryitycythere","162988","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","Eucytheridae","Euryitycythere",NA,NA,NA,NA,NA,NA,NA
"22570","24079","24079","txn",NA,"genus","Eucythere","Brady 1868",NA,"24079","genus","Eucythere","162988","6930","extant",25,"Arthropoda","Ostracoda","Podocopida","Eucytheridae","Eucythere",237,233.6,5.333,3.6,"Carnian","Zanclean",NA
"22571","24073","24073","txn",NA,"genus","Eorotundracythere",NA,NA,"24073","genus","Eorotundracythere","162988","6930","extinct",1,"Arthropoda","Ostracoda","Podocopida","Eucytheridae","Eorotundracythere",113.2,93.9,113.2,93.9,"Albian","Cenomanian",NA
"22572","24100","24100","txn",NA,"genus","Frostiella",NA,NA,"24100","genus","Frostiella","23837","6930","extinct",31,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Frostiella",425,422.7,422.7,419.62,"Ludfordian","Pridoli",NA
"22573","24121","24121","txn",NA,"genus","Grekoffiana",NA,NA,"24121","genus","Grekoffiana","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Grekoffiana",NA,NA,NA,NA,NA,NA,NA
"22574","24088","24088","txn",NA,"genus","Falunia",NA,NA,"24088","genus","Falunia","82085","6930","extant",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Falunia",NA,NA,NA,NA,NA,NA,NA
"22575","24130","24130","txn",NA,"genus","Habrocythere",NA,NA,"24130","genus","Habrocythere","82085","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Habrocythere",NA,NA,NA,NA,NA,NA,NA
"22576","24084","24084","txn",NA,"genus","Exophthalmocythere",NA,NA,"24084","genus","Exophthalmocythere","82085","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Exophthalmocythere",NA,NA,NA,NA,NA,NA,NA
"22577","24065","24065","txn",NA,"genus","Emphasia",NA,NA,"24065","genus","Emphasia","82085","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Emphasia",NA,NA,NA,NA,NA,NA,NA
"22578","24115","24115","txn",NA,"genus","Glyptocythere",NA,NA,"24115","genus","Glyptocythere","23837","6930","extinct",5,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Glyptocythere",168.6,168.2,168.2,165.3,"Bajocian","Bathonian",NA
"22579","24087","24087","txn",NA,"genus","Falsocythere",NA,NA,"24087","genus","Falsocythere","23837","6930","extant",2,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Falsocythere",23.04,20.45,20.45,15.98,"Aquitanian","Burdigalian",NA
"22580","24132","24132","txn",NA,"genus","Hanaiborchella",NA,NA,"24132","genus","Hanaiborchella","23837","6930","extant",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Hanaiborchella",NA,NA,NA,NA,NA,NA,NA
"22581","24081","24081","txn",NA,"genus","Eudecacythere",NA,NA,"24081","genus","Eudecacythere","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Eudecacythere",NA,NA,NA,NA,NA,NA,NA
"22582","24144","24144","txn",NA,"genus","Heliocythere",NA,NA,"24144","genus","Heliocythere","23837","6930","extinct",7,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Heliocythere",20.45,15.98,11.63,7.246,"Burdigalian","Tortonian",NA
"22583","24110","24110","txn",NA,"genus","Gibberlebeis",NA,NA,"24110","genus","Gibberlebeis","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Gibberlebeis",NA,NA,NA,NA,NA,NA,NA
"22584","24138","24138","txn",NA,"genus","Haughtonileberis",NA,NA,"24138","genus","Haughtonileberis","23837","10031","extinct",5,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Haughtonileberis",23.04,20.45,15.98,13.82,"Aquitanian","Langhian",NA
"22585","24124","24124","txn",NA,"genus","Grundelella",NA,NA,"24124","genus","Grundelella","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Grundelella",NA,NA,NA,NA,NA,NA,NA
"22586","24040","24040","txn",NA,"genus","Dicrorygma",NA,NA,"24040","genus","Dicrorygma","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Dicrorygma",NA,NA,NA,NA,NA,NA,NA
"22587","24127","24127","txn",NA,"genus","Gujaratella",NA,NA,"24127","genus","Gujaratella","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Gujaratella",NA,NA,NA,NA,NA,NA,NA
"22588","24105","24105","txn",NA,"genus","Garnuella",NA,NA,"24105","genus","Garnuella","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Garnuella",NA,NA,NA,NA,NA,NA,NA
"22589","24139","24139","txn",NA,"genus","Haworthina","Kellett 1935",NA,"24139","genus","Haworthina","259381","29636","extinct",27,"Arthropoda","Ostracoda","Podocopida","Pontocyprididae","Haworthina",303.7,298.9,251.902,250.5,"Gzhelian","Induan",NA
"22590","24036","24036","txn",NA,"genus","Damonella",NA,NA,"24036","genus","Damonella","92637","6930","extinct",6,"Arthropoda","Ostracoda","Podocopida","Cyprideidae","Damonella",143.1,141,100.5,93.9,"Berriasian","Cenomanian",NA
"22591","24045","24045","txn",NA,"genus","Disopontocypris",NA,NA,"24045","genus","Disopontocypris","464376","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","Cyprididae","Disopontocypris",NA,NA,NA,NA,NA,NA,NA
"22592","24056","24056","txn",NA,"genus","Egenacythere",NA,NA,"24056","genus","Egenacythere","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Egenacythere",NA,NA,NA,NA,NA,NA,NA
"22593","24076","24076","txn",NA,"genus","Eripleura",NA,NA,"24076","genus","Eripleura","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Eripleura",NA,NA,NA,NA,NA,NA,NA
"22594","24092","24092","txn",NA,"genus","Fissocrinocythere",NA,NA,"24092","genus","Fissocrinocythere","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Fissocrinocythere",NA,NA,NA,NA,NA,NA,NA
"22595","24137","24137","txn",NA,"genus","Hastacypris",NA,NA,"24137","genus","Hastacypris","162987","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Hastacypris",NA,NA,NA,NA,NA,NA,NA
"22596","24098","24098","txn",NA,"genus","Foveoleberis",NA,NA,"24098","genus","Foveoleberis","23837","6930","extant",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Foveoleberis",NA,NA,NA,NA,NA,NA,NA
"22597","24136","24136","txn",NA,"genus","Harperopsis",NA,NA,"24136","genus","Harperopsis","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Harperopsis",NA,NA,NA,NA,NA,NA,NA
"22598","24058","24058","txn",NA,"genus","Egorovitina",NA,NA,"24058","genus","Egorovitina","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Egorovitina",NA,NA,NA,NA,NA,NA,NA
"22599","24133","24133","txn",NA,"genus","Hanaiceratina",NA,NA,"24133","genus","Hanaiceratina","23837","6930","extant",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Hanaiceratina",NA,NA,NA,NA,NA,NA,NA
"22600","24111","24111","txn",NA,"genus","Ginginella",NA,NA,"24111","genus","Ginginella","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Ginginella",NA,NA,NA,NA,NA,NA,NA
"22601","24041","24041","txn",NA,"genus","Dictocythere",NA,NA,"24041","genus","Dictocythere","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Dictocythere",NA,NA,NA,NA,NA,NA,NA
"22602","24104","24104","txn",NA,"genus","Gammacythere",NA,NA,"24104","genus","Gammacythere","23837","6930","extinct",10,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Gammacythere",192.9,184.2,192.9,184.2,"Pliensbachian",NA,NA
"22603","24072","24072","txn",NA,"genus","Eoparaparchites",NA,NA,"24072","genus","Eoparaparchites","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Eoparaparchites",NA,NA,NA,NA,NA,NA,NA
"22604","24085","24085","txn",NA,"genus","Fabalicypris","Cooper 1946",NA,"24085","genus","Fabalicypris","142852","6930","extinct",367,"Arthropoda","Ostracoda","Podocopida","Bairdiidae","Fabalicypris",387.95,385.9,182.9,174.7,"Givetian","Toarcian",NA
"22605","24059","24059","txn",NA,"genus","Eisobairdia",NA,NA,"24059","genus","Eisobairdia","270925","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","Bairdiidae","Eisobairdia",NA,NA,NA,NA,NA,NA,NA
"22606","24039","24039","txn",NA,"genus","Dicerobairdia","Kollmann 1963",NA,"24039","genus","Dicerobairdia","270925","52899","extinct",9,"Arthropoda","Ostracoda","Podocopida","Bairdiidae","Dicerobairdia",237,233.6,205.7,201.4,"Carnian","Rhaetian",NA
"22607","24034","24034","txn",NA,"genus","Daleiella","Boucek 1937",NA,"24034","genus","Daleiella","249774","6930","extinct",2,"Arthropoda","Ostracoda","Podocopida","Beecherellidae","Daleiella",443.1,438.6,438.6,432.9,"Rhuddanian","Telychian",NA
"22608","24062","24062","txn",NA,"genus","Elliptocyprites",NA,NA,"24062","genus","Elliptocyprites","169407","6930","extinct",7,"Arthropoda","Ostracoda","Podocopida","Bairdiocyprididae","Elliptocyprites",468,461.1,422.7,419.62,"Darriwilian","Pridoli",NA
"22609","24052","24052","txn",NA,"genus","Dumontina",NA,NA,"24052","genus","Dumontina","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Dumontina",NA,NA,NA,NA,NA,NA,NA
"22610","24078","24078","txn",NA,"genus","Estonaceratella",NA,NA,"24078","genus","Estonaceratella","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Estonaceratella",NA,NA,NA,NA,NA,NA,NA
"22611","24094","24094","txn",NA,"genus","Flabellimutilis",NA,NA,"24094","genus","Flabellimutilis","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Flabellimutilis",NA,NA,NA,NA,NA,NA,NA
"22612","24057","24057","txn",NA,"genus","Egorovia",NA,NA,"24057","genus","Egorovia","23837","6930","extinct",1,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Egorovia",372.15,368.5,372.15,368.5,"Famennian",NA,NA
"22613","24077","24077","txn",NA,"genus","Escharacytheridea",NA,NA,"24077","genus","Escharacytheridea","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Escharacytheridea",NA,NA,NA,NA,NA,NA,NA
"22614","24067","24067","txn",NA,"genus","Eobuntonia",NA,NA,"24067","genus","Eobuntonia","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Eobuntonia",NA,NA,NA,NA,NA,NA,NA
"22615","24074","24074","txn",NA,"genus","Eostephanella",NA,NA,"24074","genus","Eostephanella","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Eostephanella",NA,NA,NA,NA,NA,NA,NA
"22616","24102","24102","txn",NA,"genus","Fuhrbergiella",NA,NA,"24102","genus","Fuhrbergiella","23837","6930","extinct",2,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Fuhrbergiella",168.6,168.2,168.6,168.2,"Bajocian",NA,NA
"22617","24108","24108","txn",NA,"genus","Gerbeckites",NA,NA,"24108","genus","Gerbeckites","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Gerbeckites",NA,NA,NA,NA,NA,NA,NA
"22618","24089","24089","txn",NA,"genus","Fastigastocythere",NA,NA,"24089","genus","Fastigastocythere","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Fastigastocythere",NA,NA,NA,NA,NA,NA,NA
"22619","24097","24097","txn",NA,"genus","Forbescythere",NA,NA,"24097","genus","Forbescythere","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Forbescythere",NA,NA,NA,NA,NA,NA,NA
"22620","24123","24123","txn",NA,"genus","Gruendelella",NA,NA,"24123","genus","Gruendelella","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Gruendelella",NA,NA,NA,NA,NA,NA,NA
"22621","24095","24095","txn",NA,"genus","Flexuocythere",NA,NA,"24095","genus","Flexuocythere","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Flexuocythere",NA,NA,NA,NA,NA,NA,NA
"22622","24128","24128","txn",NA,"genus","Gunneropsis",NA,NA,"24128","genus","Gunneropsis","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Gunneropsis",NA,NA,NA,NA,NA,NA,NA
"22623","24134","24134","txn",NA,"genus","Hanaicythere",NA,NA,"24134","genus","Hanaicythere","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Hanaicythere",NA,NA,NA,NA,NA,NA,NA
"22624","24049","24049","txn",NA,"genus","Doratocythere",NA,NA,"24049","genus","Doratocythere","23837","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Doratocythere",NA,NA,NA,NA,NA,NA,NA
"22625","24122","24122","txn",NA,"genus","Grinioneis",NA,NA,"24122","genus","Grinioneis","23837","6930","extinct",16,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Grinioneis",20.45,15.98,11.63,7.246,"Burdigalian","Tortonian",NA
"22626","24119","24119","txn",NA,"genus","Gramannella","Lord 1972",NA,"24119","genus","Gramannella","23837","51996","extinct",37,"Arthropoda","Ostracoda","Podocopida","NO_FAMILY_SPECIFIED","Gramannella",199.5,184.2,184.2,182.9,"Sinemurian","Toarcian","Gramannella apostolescui"
"22627","24028","24028","txn",NA,"genus","Cytheroma",NA,NA,"24028","genus","Cytheroma","464375","6930","extant",2,"Arthropoda","Ostracoda","Podocopida","Cytheromatidae","Cytheroma",13.82,11.63,13.82,11.63,"Serravallian",NA,NA
"22628","24055","24055","txn",NA,"genus","Editia","Braer 1952",NA,"24055","genus","Editia","471078","6930","extinct",0,"Arthropoda","Ostracoda","Podocopida","Editiidae","Editia",NA,NA,NA,NA,NA,NA,NA
"22629","24106","24106","txn",NA,"genus","Geisina",NA,NA,"24106","genus","Geisina","142841","6930","extinct",14,"Arthropoda","Ostracoda","Palaeocopida","Knoxitidae","Geisina",410.62,399.5,266.9,264.28,"Emsian","Wordian",NA
"22630","24075","24075","txn",NA,"genus","Eridoconcha","Ulrich and Bassler 1923",NA,"24075","genus","Eridoconcha","404363","6930","extinct",13,"Arthropoda","Ostracoda","Palaeocopida","Eridoconchidae","Eridoconcha",471.3,457.3,449.6,443.1,"Dapingian","Hirnantian",NA
"22631","24068","24068","txn",NA,"genus","Eoconchoecia","Moberg 1895",NA,"24068","genus","Eoconchoecia","363660","6930","extinct",0,"Arthropoda","Ostracoda","NO_ORDER_SPECIFIED","Acronotellidae","Eoconchoecia",NA,NA,NA,NA,NA,NA,NA
"22632","24066","24066","txn",NA,"genus","Entoprimitia",NA,NA,"24066","genus","Entoprimitia","184065","6930","extinct",0,"Arthropoda","Ostracoda","Myodocopida","Entomozoidae","Entoprimitia",NA,NA,NA,NA,NA,NA,NA
"22633","410437","410437","txn",NA,"genus","Lesleya","Lesquereux 1880",NA,"410437","genus","Lesleya","263966","71641","extinct",0,"Peltaspermophyta","Dictyopteridiopsida","Dictyopteridiales","Dictyopteridiaceae","Lesleya",NA,NA,NA,NA,NA,NA,"Lesleya grandis"
